"sci_name"	"genus"	"subfamily"	"family"	"superfamily"	"ITIS_id"
"Catocala judith"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938114
"Catocala lacrymosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938116
"Catocala lincolnana"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938117
"Catocala lineella"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938118
"Catocala louiseae"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938119
"Catocala maestosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938122
"Catocala marmorata"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938123
"Catocala messalina"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938126
"Catocala micronympha"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938127
"Catocala minuta"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938128
"Catocala mira"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938129
"Catocala miranda"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938130
"Catocala muliercula"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938131
"Catocala nebulosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938132
"Catocala neogama"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938133
"Catocala obscura"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938135
"Catocala orba"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938137
"Catocala palaeogama"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938138
"Catocala piatrix"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938140
"Catocala praeclara"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938141
"Catocala pretiosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938142
"Catocala residua"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938143
"Catocala retecta"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938144
"Catocala robinsonii"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938145
"Catocala sappho"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938146
"Catocala serena"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938148
"Catocala similis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938149
"Catocala sordida"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938150
"Catocala subnata"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938151
"Catocala ulalume"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938153
"Catocala ultronia"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938154
"catocala umbrosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938155
"Catocala umbrosa"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938155
"Catocala unijuga"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	189017
"Catocala vidua"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938157
"Celiptera frustulum"	"Celiptera"	"Erebinae"	"Erebidae"	"Noctuoidea"	938165
"Cissusa spadix"	"Cissusa"	"Erebinae"	"Erebidae"	"Noctuoidea"	938204
"Cutina albopunctella"	"Cutina"	"Erebinae"	"Erebidae"	"Noctuoidea"	938378
"Cutina aluticolor"	"Cutina"	"Erebinae"	"Erebidae"	"Noctuoidea"	938379
"Cutina arcuata"	"Cutina"	"Erebinae"	"Erebidae"	"Noctuoidea"	938380
"Cutina distincta"	"Cutina"	"Erebinae"	"Erebidae"	"Noctuoidea"	938381
"Doryodes bistrialis"	"Doryodes"	"Erebinae"	"Erebidae"	"Noctuoidea"	938457
"Doryodes grandipennis"	"Doryodes"	"Erebinae"	"Erebidae"	"Noctuoidea"	938458
"Doryodes spadaria"	"Doryodes"	"Erebinae"	"Erebidae"	"Noctuoidea"	938459
"Drasteria grandirena"	"Drasteria"	"Erebinae"	"Erebidae"	"Noctuoidea"	938468
"Drasteria graphica"	"Drasteria"	"Erebinae"	"Erebidae"	"Noctuoidea"	938469
"Euclidia cuspidea"	"Euclidia"	"Erebinae"	"Erebidae"	"Noctuoidea"	938590
"Euparthenos nubilis"	"Euparthenos"	"Erebinae"	"Erebidae"	"Noctuoidea"	938620
"Gondysia similis"	"Gondysia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939571
"Gondysia smithii"	"Gondysia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939572
"Gondysia telma"	"Gondysia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939573
"Lesmone detrahens"	"Lesmone"	"Erebinae"	"Erebidae"	"Noctuoidea"	939302
"Melipotis indomita"	"Melipotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	939491
"Melipotis jucunda"	"Melipotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	939493
"Metria amella"	"Metria"	"Erebinae"	"Erebidae"	"Noctuoidea"	939527
"Mocis latipes"	"Mocis"	"Erebinae"	"Erebidae"	"Noctuoidea"	939546
"Mocis marcida"	"Mocis"	"Erebinae"	"Erebidae"	"Noctuoidea"	939547
"Mocis texana"	"Mocis"	"Erebinae"	"Erebidae"	"Noctuoidea"	939548
"Ophisma tropicalis"	"Ophisma"	"Erebinae"	"Erebidae"	"Noctuoidea"	939666
"Parallelia bistriaris"	"Parallelia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939807
"Phoberia atomaris"	"Phoberia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939841
"Phoberia ingenua"	"Phoberia"	"Erebinae"	"Erebidae"	"Noctuoidea"	939842
"Pseudanthracia coracias"	"Pseudanthracia"	"Erebinae"	"Erebidae"	"Noctuoidea"	940043
"Ptichodis bistrigata"	"Ptichodis"	"Erebinae"	"Erebidae"	"Noctuoidea"	940073
"Ptichodis herbarum"	"Ptichodis"	"Erebinae"	"Erebidae"	"Noctuoidea"	940075
"Spiloloma lunilinea"	"Spiloloma"	"Erebinae"	"Erebidae"	"Noctuoidea"	940310
"Zale aeruginosa"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940697
"Zale bethunei"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940698
"Zale buchholzi"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940699
"Zale calycanthata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940700
"Zale confusa"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940703
"Zale curema"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940704
"Zale declarans"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940705
"Zale duplicata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940706
"Zale fictilis"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940709
"Zale galbanata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940710
"Zale helata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940711
"Zale horrida"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940712
"Zale intenta"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	941085
"Zale lunata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940714
"Zale lunifera"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940715
"Zale metata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940716
"Zale metatoides"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940717
"Zale minerea"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940718
"Zale obliqua"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940719
"Zale phaeocapna"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940723
"Zale squamularis"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940728
"Zale submediana"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940730
"Zale undularis"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940732
"Zale unilineata"	"Zale"	"Erebinae"	"Erebidae"	"Noctuoidea"	940733
"Anticarsia gemmatalis"	"Anticarsia"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	117365
"Litoprosopus futilis"	"Litoprosopus"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939407
"Metallata absumens"	"Metallata"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939520
"Panopoda carneicosta"	"Panopoda"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939747
"Panopoda repanda"	"Panopoda"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939748
"Panopoda rufimargo"	"Panopoda"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939750
"Phyprosopus callitrichoides"	"Phyprosopus"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	939862
"Syllectra erycata"	"Syllectra"	"Eulepidotinae"	"Erebidae"	"Noctuoidea"	940362
"Bleptina caradrinalis"	"Bleptina"	"Herminiinae"	"Erebidae"	"Noctuoidea"	937992
"Bleptina inferior"	"Bleptina"	"Herminiinae"	"Erebidae"	"Noctuoidea"	937995
"Bleptina sangamonia"	"Bleptina"	"Herminiinae"	"Erebidae"	"Noctuoidea"	937997
"Chytolita morbidalis"	"Chytolita"	"Herminiinae"	"Erebidae"	"Noctuoidea"	938192
"Hypenula cacuminalis"	"Hypenula"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939106
"Idia aemula"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939152
"idia americalis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939153
"Idia americalis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939153
"Idia denticulalis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939154
"Idia diminuendis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939155
"Idia forbesii"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939156
"Idia julia"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939159
"Idia laurentii"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939160
"Idia lubricalis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939161
"idia majoralis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939162
"Idia majoralis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939162
"Idia rotundalis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939165
"Idia scobialis"	"Idia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939166
"Lascoria ambigualis"	"Lascoria"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939251
"Macrochilo absorptalis"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939435
"Macrochilo hypocritalis"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939437
"Macrochilo litophora"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939438
"Macrochilo louisiana"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939439
"Macrochilo orciferalis"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939440
"Macrochilo santerivalis"	"Macrochilo"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939441
"Palthis angulalis"	"Palthis"	"Herminiinae"	"Erebidae"	"Noctuoidea"	189038
"Palthis asopialis"	"Palthis"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939745
"Phalaenophana pyramusalis"	"Phalaenophana"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939833
"Phalaenostola eumelusalis"	"Phalaenostola"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939834
"Phalaenostola larentioides"	"Phalaenostola"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939836
"Phalaenostola metonalis"	"Phalaenostola"	"Herminiinae"	"Erebidae"	"Noctuoidea"	939837
"Redectis pygmaea"	"Redectis"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940107
"Redectis vitrea"	"Redectis"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940108
"Renia adspergillus"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940111
"Renia discoloralis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940112
"Renia factiosalis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940113
"Renia flavipunctalis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940114
"Renia fraternalis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940115
"Renia nemoralis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940118
"Renia salusalis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940121
"Renia sobrialis"	"Renia"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940122
"Tetanolita floridana"	"Tetanolita"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940589
"Tetanolita mynesalis"	"Tetanolita"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940590
"Zanclognatha atrilineella"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940738
"Zanclognatha cruralis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940739
"Zanclognatha dentata"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	941097
"Zanclognatha jacchusalis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940740
"Zanclognatha laevigata"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940741
"Zanclognatha lituralis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940742
"Zanclognatha marcidilinea"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940744
"Zanclognatha martha"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940745
"Zanclognatha minoralis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940746
"Zanclognatha obscuripennis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940747
"Zanclognatha pedipilalis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940748
"Zanclognatha protumnusalis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940749
"Zanclognatha theralis"	"Zanclognatha"	"Herminiinae"	"Erebidae"	"Noctuoidea"	940750
"Colobochyla interpuncta"	"Colobochyla"	"Hypeninae"	"Erebidae"	"Noctuoidea"	938242
"Hypena abalienalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939072
"Hypena appalachiensis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939075
"Hypena baltimoralis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939077
"Hypena bijugalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939078
"Hypena deceptalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939080
"Hypena degesalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939082
"Hypena edictalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939083
"Hypena eductalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939084
"Hypena humuli"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939086
"Hypena madefactalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939087
"Hypena manalis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939088
"Hypena minualis"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939089
"Hypena palparia"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939091
"Hypena scabra"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939094
"Hypena sordidula"	"Hypena"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939095
"Melanomma auricinctaria"	"Melanomma"	"Hypeninae"	"Erebidae"	"Noctuoidea"	939482
"Dyspyralis illocata"	"Dyspyralis"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	938496
"Dyspyralis nigellus"	"Dyspyralis"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	938497
"Dyspyralis puncticosta"	"Dyspyralis"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	938499
"Hypenodes caducus"	"Hypenodes"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	939101
"Hypenodes fractilinea"	"Hypenodes"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	939102
"Parahypenodes quadralis"	"Parahypenodes"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	939806
"Schrankia macula"	"Schrankia"	"Hypenodinae"	"Erebidae"	"Noctuoidea"	940269
"Hypsoropha hormos"	"Hypsoropha"	"Hypocalinae"	"Erebidae"	"Noctuoidea"	939148
"Hypsoropha monilis"	"Hypsoropha"	"Hypocalinae"	"Erebidae"	"Noctuoidea"	939149
"Dasychira atrivenosa"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938400
"Dasychira basiflava"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938401
"Dasychira dorsipennata"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938404
"Dasychira leucophaea"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938406
"Dasychira manto"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938407
"Dasychira meridionalis"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938409
"Dasychira obliquata"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938411
"Dasychira plagiata"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938413
"Dasychira tephra"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938414
"Dasychira vagans"	"Dasychira"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	938415
"Lymantria dispar"	"Lymantria"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	709249
"Orgyia antiqua"	"Orgyia"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	939668
"Orgyia definita"	"Orgyia"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	939670
"Orgyia detrita"	"Orgyia"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	939671
"Orgyia leucostigma"	"Orgyia"	"Lymantriinae"	"Erebidae"	"Noctuoidea"	709251
"Ledaea perditalis"	"Ledaea"	"Pangraptinae"	"Erebidae"	"Noctuoidea"	939298
"Pangrapta decoralis"	"Pangrapta"	"Pangraptinae"	"Erebidae"	"Noctuoidea"	939746
"Oxycilla malaca"	"Oxycilla"	"Rivulinae"	"Erebidae"	"Noctuoidea"	939715
"Oxycilla mitographa"	"Oxycilla"	"Rivulinae"	"Erebidae"	"Noctuoidea"	939716
"Rivula propinqualis"	"Rivula"	"Rivulinae"	"Erebidae"	"Noctuoidea"	189028
"Rivula stepheni"	"Rivula"	"Rivulinae"	"Erebidae"	"Noctuoidea"	940143
"Abablemma bilineata"	"Abablemma"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	937567
"Abablemma brimleyana"	"Abablemma"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	937568
"Arugisa latiorella"	"Arugisa"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	937899
"Arugisa lutea"	"Arugisa"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	937900
"Gabara distema"	"Gabara"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	938851
"Gabara obscura"	"Gabara"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	938854
"Gabara pulverosalis"	"Gabara"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	938855
"Gabara subnivosella"	"Gabara"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	938857
"Nigetia formosalis"	"Nigetia"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	939617
"Scolecocampa liburna"	"Scolecocampa"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	940271
"Sigela brauneata"	"Sigela"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	940301
"Sigela penumbrata"	"Sigela"	"Scolecocampinae"	"Erebidae"	"Noctuoidea"	940303
"Anomis erosa"	"Anomis"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	937797
"Anomis flava"	"Anomis"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	937799
"Anomis illita"	"Anomis"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	937800
"Anomis privata"	"Anomis"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	937803
"Dinumma deponens"	"Dinumma"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	941135
"Scoliopteryx libatrix"	"Scoliopteryx"	"Scoliopteryginae"	"Erebidae"	"Noctuoidea"	189022
"Eutelia pulcherrimus"	"Eutelia"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	938641
"Marathyssa basalis"	"Marathyssa"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	939451
"Marathyssa inficita"	"Marathyssa"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	939452
"Paectes abrostoloides"	"Paectes"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	939732
"Paectes oculatrix"	"Paectes"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	939741
"Paectes pygmaea"	"Paectes"	"Euteliinae"	"Euteliidae"	"Noctuoidea"	939742
"Ponometia candefacta"	"Ponometia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	939922
"Ponometia erastrioides"	"Ponometia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	939927
"Ponometia parvula"	"Ponometia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	939939
"Ponometia semiflava"	"Ponometia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	939942
"Ponometia tortricina"	"Ponometia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	939945
"Spragueia apicalis"	"Spragueia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940325
"Spragueia dama"	"Spragueia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940327
"Spragueia leo"	"Spragueia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940331
"Spragueia onagrus"	"Spragueia"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940335
"Tarache aprica"	"Tarache"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940558
"Tarache terminimaculata"	"Tarache"	"Acontiinae"	"Noctuidae"	"Noctuoidea"	940585
"Acronicta afflicta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937590
"Acronicta albarufa"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937591
"Acronicta americana"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	117343
"Acronicta betulae"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937596
"Acronicta brumosa"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937598
"Acronicta clarescens"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937599
"Acronicta connecta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937600
"Acronicta dactylina"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188664
"Acronicta dolli"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937602
"Acronicta exilis"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937605
"Acronicta fragilis"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188670
"Acronicta funeralis"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937608
"Acronicta haesitata"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937609
"Acronicta hamamelis"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937610
"Acronicta hasta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937611
"Acronicta hastulifera"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937612
"Acronicta impleta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937614
"Acronicta impressa"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188672
"Acronicta inclara"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937615
"Acronicta increta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937616
"Acronicta innotata"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188666
"Acronicta interrupta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937618
"Acronicta laetifica"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937619
"Acronicta lanceolaria"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937620
"Acronicta lepusculina"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	117344
"Acronicta lithospila"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937622
"Acronicta lobeliae"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937623
"Acronicta longa"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188673
"Acronicta modica"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937626
"Acronicta morula"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937627
"Acronicta noctivaga"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937628
"Acronicta oblinita"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	117345
"Acronicta ovata"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937630
"Acronicta perblanda"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937632
"Acronicta radcliffei"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188667
"Acronicta retardata"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937636
"Acronicta rubricoma"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937637
"Acronicta sinescripta"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937639
"Acronicta spinigera"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937642
"Acronicta superans"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	188669
"Acronicta tristis"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937647
"Acronicta tritona"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937648
"Acronicta vinnula"	"Acronicta"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	937650
"Cerma cerintha"	"Cerma"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	938169
"Cerma cora"	"Cerma"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	938170
"Comachara cadburyi"	"Comachara"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	938245
