"user.login","Blattodea","Coleoptera","Dermaptera","Diptera","Ephemeroptera","Hemiptera","Hymenoptera","Lepidoptera","Mantodea","Mecoptera","Megaloptera","Neuroptera","Odonata","Orthoptera","Phasmida","Zygentoma"
"aerobird",0.00770547945205479,0.26541095890411,0.00171232876712329,0.0188356164383562,0,0.232876712328767,0.0136986301369863,0.400684931506849,0.00599315068493151,0.00256849315068493,0.000856164383561644,0.00342465753424658,0.0248287671232877,0.0145547945205479,0.00256849315068493,0
"aeterno",0,0.310344827586207,0,0.0344827586206897,0,0,0,0.0689655172413793,0,0,0,0,0,0.586206896551724,0,0
"aevankeuren",0,0.037037037037037,0,0,0,0.037037037037037,0.185185185185185,0.703703703703704,0,0,0,0,0.037037037037037,0,0,0
"agama-girl",0.027027027027027,0.0540540540540541,0,0,0,0.027027027027027,0.0810810810810811,0.297297297297297,0,0,0,0,0.486486486486487,0.027027027027027,0,0
"aganse",0,0.26774483378257,0.00539083557951483,0.0462713387241689,0,0.283917340521114,0.0678346810422282,0.289308176100629,0.000449236298292902,0.00853548966756514,0.000449236298292902,0.00224618149146451,0.01392632524708,0.0121293800539084,0,0
"agonzalo",0.00460829493087558,0.0230414746543779,0,0.0138248847926267,0,0.0138248847926267,0.0691244239631336,0.672811059907834,0,0,0,0,0.170506912442396,0.032258064516129,0,0
"agsqwerty",0,0.153846153846154,0,0.0769230769230769,0,0.153846153846154,0.102564102564103,0.205128205128205,0,0,0,0,0.128205128205128,0.179487179487179,0,0
"ahaislip",0,0.365853658536585,0,0.195121951219512,0,0.024390243902439,0.24390243902439,0.0487804878048781,0.0487804878048781,0,0,0,0.024390243902439,0,0,0.024390243902439
"ahan88",0,0.128440366972477,0.00917431192660551,0.0275229357798165,0,0.100917431192661,0.055045871559633,0.36697247706422,0.00917431192660551,0,0,0,0.284403669724771,0.018348623853211,0,0
"ahsttraotee",0,0.192307692307692,0.0384615384615385,0.0769230769230769,0,0.192307692307692,0.192307692307692,0.230769230769231,0,0,0,0,0.0769230769230769,0,0,0
"ahuereca",0,0.208333333333333,0,0.0416666666666667,0,0.0416666666666667,0.125,0.458333333333333,0,0,0,0,0.0416666666666667,0.0833333333333333,0,0
"ailfegiggles",0,0.0919324577861163,0,0.0956848030018762,0.0075046904315197,0.0825515947467167,0.120075046904315,0.450281425891182,0.00562851782363977,0.00187617260787992,0.00187617260787992,0,0.121951219512195,0.0131332082551595,0,0
"aispinsects",0.0291545189504373,0.137026239067055,0.00291545189504373,0.329446064139942,0,0.131195335276968,0.0553935860058309,0.12536443148688,0.0116618075801749,0,0.00583090379008746,0.0145772594752187,0.0174927113702624,0.137026239067055,0.00291545189504373,0
"ajvanh-arch",0,0.03125,0,0.0625,0,0.0625,0.09375,0.5,0,0,0,0,0.09375,0.15625,0,0
"akneidel",0,0.0573770491803279,0,0.0491803278688525,0,0.0573770491803279,0.0368852459016393,0.680327868852459,0.00409836065573771,0,0,0.00409836065573771,0.0778688524590164,0.0286885245901639,0,0
"alankwok",0.00861497680583168,0.0447316103379722,0,0.0119284294234592,0,0.12259774685222,0.0897945659377071,0.595427435387674,0.00563286944996687,0,0,0,0.0891318754141816,0.0314777998674619,0,0
"alanowyong",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"alazere",0.0192307692307692,0.25,0,0.0384615384615385,0,0.0384615384615385,0.0769230769230769,0.461538461538462,0.0288461538461538,0,0,0.0192307692307692,0.0192307692307692,0.0384615384615385,0,0
"albert52",0,0.305555555555556,0,0.0277777777777778,0,0.0277777777777778,0.0277777777777778,0.583333333333333,0,0.0277777777777778,0,0,0,0,0,0
"alchemist2000",0,0.0294871794871795,0,0.0115384615384615,0.00128205128205128,0.0166666666666667,0.05,0.406410256410256,0.00128205128205128,0,0.00128205128205128,0,0.443589743589744,0.0384615384615385,0,0
"alefloresramiro",0,0.111111111111111,0,0.0317460317460317,0,0.111111111111111,0.26984126984127,0.380952380952381,0,0,0,0,0.0476190476190476,0.0476190476190476,0,0
"alejandroaguilar",0,0,0,0,0,0,0.0212765957446809,0.957446808510638,0,0,0,0.0212765957446809,0,0,0,0
"aleksandergolemaj",0.00632911392405063,0.256329113924051,0,0.060126582278481,0,0.189873417721519,0.0506329113924051,0.294303797468354,0.0221518987341772,0.00316455696202532,0,0,0.0632911392405063,0.0411392405063291,0.00949367088607595,0
"alesmazzo",0.00159235668789809,0.0812101910828025,0,0.0191082802547771,0,0.071656050955414,0.0111464968152866,0.644904458598726,0.00477707006369427,0,0,0,0.10828025477707,0.0573248407643312,0,0
"alessandradalia",0,0.0446808510638298,0,0.00212765957446809,0,0.0446808510638298,0.0361702127659574,0.84468085106383,0,0,0,0,0.00638297872340425,0.0212765957446809,0,0
"alessandro_bergamo",0,0.0431211498973306,0,0.0164271047227926,0.00410677618069815,0.0102669404517454,0.0102669404517454,0.813141683778234,0.0246406570841889,0.00205338809034908,0,0,0.0492813141683778,0.026694045174538,0,0
"aleturkmen",0,0.105263157894737,0,0.03601108033241,0,0.0831024930747922,0.03601108033241,0.637119113573407,0.0110803324099723,0,0,0,0.0664819944598338,0.0193905817174515,0,0.00277008310249307
"alex_bairstow",0.0245901639344262,0.270491803278689,0.0245901639344262,0.0163934426229508,0,0.163934426229508,0.0819672131147541,0.245901639344262,0,0,0,0.0163934426229508,0.0163934426229508,0.0819672131147541,0,0.0245901639344262
"alex_cicindela_guy",0.0053475935828877,0.377896613190731,0,0.0142602495543672,0,0.0320855614973262,0.017825311942959,0.370766488413547,0.0071301247771836,0.0053475935828877,0.0035650623885918,0,0.0980392156862745,0.0641711229946524,0.0035650623885918,0
"alexanderr",0.0526315789473684,0.368421052631579,0,0.0263157894736842,0,0.0526315789473684,0.131578947368421,0.210526315789474,0,0,0,0,0.0263157894736842,0.131578947368421,0,0
"alexandraperry2",0,0.137931034482759,0,0,0,0,0.137931034482759,0.689655172413793,0.0344827586206897,0,0,0,0,0,0,0
"alexis_amphibian",0,0.067515923566879,0.00127388535031847,0.0687898089171975,0,0.00382165605095541,0.667515923566879,0.174522292993631,0.00127388535031847,0,0,0,0.0140127388535032,0.00127388535031847,0,0
"alexis_orion",0.00146842878120411,0.369065100342633,0.00587371512481645,0.0866372980910426,0,0.259422418012726,0.0621634850709741,0.139990210474792,0.00146842878120411,0.000489476260401371,0,0,0.0161527165932452,0.0411160058737151,0,0.0048947626040137
"alexlamoreaux",0,0.059748427672956,0.00314465408805031,0.0125786163522013,0,0.0220125786163522,0.0723270440251572,0.654088050314465,0.00628930817610063,0,0,0.00314465408805031,0.132075471698113,0.0314465408805031,0,0.00314465408805031
"alexmor",0.0193548387096774,0.0451612903225806,0.0129032258064516,0.0516129032258065,0,0.0903225806451613,0.232258064516129,0.529032258064516,0,0,0,0,0.0129032258064516,0.00645161290322581,0,0
"alexmtt",0,0.172413793103448,0,0.0344827586206897,0.0344827586206897,0.0689655172413793,0.275862068965517,0.310344827586207,0,0.0344827586206897,0,0,0,0.0689655172413793,0,0
"alflinn329",0,0.121951219512195,0,0.0426829268292683,0,0.0548780487804878,0.164634146341463,0.329268292682927,0,0,0,0,0.24390243902439,0.0426829268292683,0,0
"alfredoavila",0,0.186046511627907,0,0.0697674418604651,0,0.0930232558139535,0.0232558139534884,0.441860465116279,0,0,0,0,0.13953488372093,0.0465116279069767,0,0
"alfredoeloisa",0.136363636363636,0.136363636363636,0,0.272727272727273,0,0.409090909090909,0.0454545454545455,0,0,0,0,0,0,0,0,0
"aliashraf",0,0.103092783505155,0,0.0309278350515464,0,0.123711340206186,0.268041237113402,0.350515463917526,0.0103092783505155,0,0,0,0.0515463917525773,0.0618556701030928,0,0
"alice_abela",0.00518134715025907,0.0880829015544041,0,0.0518134715025907,0,0.0259067357512953,0.186528497409326,0.119170984455959,0.0207253886010363,0,0,0.0103626943005181,0,0.476683937823834,0.00518134715025907,0.0103626943005181
"alice_shanks",0,0.148148148148148,0,0,0,0.0740740740740741,0.037037037037037,0.407407407407407,0,0,0,0,0.0740740740740741,0.222222222222222,0.037037037037037,0
"alisonnorthup",0,0.275700934579439,0.00467289719626168,0.102803738317757,0,0.088785046728972,0.196261682242991,0.247663551401869,0,0,0.00467289719626168,0.00467289719626168,0.0514018691588785,0.0186915887850467,0,0.00467289719626168
"allanlugg",0,0.0588235294117647,0,0.0294117647058824,0,0.117647058823529,0.0882352941176471,0.470588235294118,0,0,0,0,0.147058823529412,0.0588235294117647,0.0294117647058824,0
"allenlyu",0.0476190476190476,0.0952380952380952,0,0,0,0.0952380952380952,0.0476190476190476,0.238095238095238,0,0,0,0,0.476190476190476,0,0,0
"allenratzlaff",0,0.0196560196560197,0,0.00491400491400491,0,0.00737100737100737,0.0221130221130221,0.938574938574939,0,0,0,0,0.00737100737100737,0,0,0
"alsion",0.0211640211640212,0.322751322751323,0,0.0793650793650794,0,0.137566137566138,0.206349206349206,0.148148148148148,0,0,0,0,0.0211640211640212,0.037037037037037,0,0.00529100529100529
"alsonteo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"alvinwu",0,0.125,0,0,0,0,0.125,0.625,0.125,0,0,0,0,0,0,0
"amandajb35",0,0.0625,0,0.0104166666666667,0,0.0208333333333333,0.0208333333333333,0.583333333333333,0,0,0,0,0.260416666666667,0.0416666666666667,0,0
"amarurubio",0,0.378378378378378,0,0,0,0.027027027027027,0.324324324324324,0.0810810810810811,0,0,0,0,0.027027027027027,0.108108108108108,0.027027027027027,0.027027027027027
"amber146",0,0.0943396226415094,0,0.0283018867924528,0,0.10377358490566,0.30188679245283,0.377358490566038,0.00943396226415094,0,0,0,0.0566037735849057,0.00943396226415094,0.0188679245283019,0
"amberenergy",0.00392670157068063,0.0680628272251309,0.00130890052356021,0.056282722513089,0,0.0824607329842932,0.0955497382198953,0.62303664921466,0.00523560209424084,0,0.00130890052356021,0.00261780104712042,0.0366492146596859,0.0183246073298429,0.00130890052356021,0
"ambermae",0,0.0277777777777778,0,0,0,0.0555555555555556,0.0277777777777778,0.75,0,0,0,0,0.138888888888889,0,0,0
"ameeds",0.00391006842619746,0.233626588465298,0.000977517106549365,0.0351906158357771,0,0.401759530791789,0.0400782013685239,0.207233626588465,0.00782013685239492,0,0.000977517106549365,0.00586510263929619,0.0156402737047898,0.0459433040078201,0.000977517106549365,0
"aminalamin",0,0.0444444444444444,0,0,0,0,0.0888888888888889,0.222222222222222,0,0,0,0,0.444444444444444,0.177777777777778,0.0222222222222222,0
"ammartin",0,0.0595238095238095,0,0.0416666666666667,0.00595238095238095,0.0535714285714286,0.101190476190476,0.482142857142857,0.00595238095238095,0,0,0,0.214285714285714,0.0357142857142857,0,0
"amoorehouse",0,0.163551401869159,0,0.157009345794393,0.00186915887850467,0.0532710280373832,0.286915887850467,0.271028037383178,0.00747663551401869,0,0.00186915887850467,0.000934579439252336,0.0261682242990654,0.0261682242990654,0.00280373831775701,0
"amoritasw",0.0235294117647059,0.0705882352941176,0.0117647058823529,0.0470588235294118,0,0.0588235294117647,0.105882352941176,0.470588235294118,0.0352941176470588,0,0,0,0.117647058823529,0.0588235294117647,0,0
"amrahne",0,0.0384615384615385,0,0.0384615384615385,0,0.0384615384615385,0.153846153846154,0.653846153846154,0,0,0,0,0.0384615384615385,0.0384615384615385,0,0
"amy_d",0,0.24390243902439,0,0.024390243902439,0,0.146341463414634,0.146341463414634,0.146341463414634,0.024390243902439,0,0,0,0.24390243902439,0.024390243902439,0,0
"amyjaecker-jones",0,0.192307692307692,0.00961538461538462,0.0673076923076923,0,0.0576923076923077,0.230769230769231,0.25,0.00961538461538462,0,0,0,0.105769230769231,0.0769230769230769,0,0
"amzapp",0.00394088669950739,0.124137931034483,0.000985221674876847,0.0118226600985222,0,0.0669950738916256,0.0206896551724138,0.69064039408867,0.00197044334975369,0,0,0.00492610837438424,0.0522167487684729,0.0216748768472906,0,0
"anagdelhierro",0,0.136363636363636,0.0909090909090909,0.0454545454545455,0,0,0.590909090909091,0.0909090909090909,0,0,0,0,0,0.0454545454545455,0,0
"andersonwarkentin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"andreafigueroa",0.019047619047619,0.1,0.0142857142857143,0.0285714285714286,0,0.133333333333333,0.223809523809524,0.414285714285714,0,0,0,0,0.0380952380952381,0.0285714285714286,0,0
"andreajs",0,0.0304878048780488,0,0,0,0.0182926829268293,0.0304878048780488,0.829268292682927,0,0,0,0,0.0670731707317073,0.024390243902439,0,0
"andrealaurens",0,0.0740740740740741,0,0,0,0.185185185185185,0.185185185185185,0.37037037037037,0,0,0,0,0.148148148148148,0.037037037037037,0,0
"andreamaurici",0,0.0875912408759124,0.0291970802919708,0.0583941605839416,0,0.182481751824818,0.0656934306569343,0.401459854014599,0.0218978102189781,0,0,0,0.0145985401459854,0.138686131386861,0,0
"andreaq",0,0.366013071895425,0.0065359477124183,0.0718954248366013,0,0.235294117647059,0.117647058823529,0.130718954248366,0,0,0,0,0.0392156862745098,0.0326797385620915,0,0
"andreareid",0,0.0434782608695652,0,0.0652173913043478,0,0.108695652173913,0.369565217391304,0.326086956521739,0.0434782608695652,0,0,0,0.0434782608695652,0,0,0
"andrebatt",0,0.0282485875706215,0,0,0,0,0,0.779661016949153,0,0,0,0,0.0847457627118644,0.107344632768362,0,0
"andrewgillespie",0,0.0540540540540541,0,0.0810810810810811,0,0.135135135135135,0.216216216216216,0.405405405405405,0,0,0,0,0,0.0810810810810811,0.027027027027027,0
"andrewhardacre",0,0.0647058823529412,0,0,0,0.0470588235294118,0.0215686274509804,0.809803921568627,0,0,0,0,0.0176470588235294,0.0235294117647059,0.0156862745098039,0
"andrewhipp",0,0.0625,0,0.28125,0,0.03125,0.15625,0.3125,0.0625,0,0,0,0.0625,0.03125,0,0
"andrewswenson",0.00292397660818713,0.108187134502924,0,0.274853801169591,0,0.064327485380117,0.260233918128655,0.222222222222222,0.00292397660818713,0,0,0,0.043859649122807,0.0175438596491228,0,0
"andsim",0.0434782608695652,0.260869565217391,0,0.130434782608696,0,0.0434782608695652,0,0.478260869565217,0.0434782608695652,0,0,0,0,0,0,0
"andy71",0.0153846153846154,0.107692307692308,0.0307692307692308,0.0923076923076923,0,0.0769230769230769,0.215384615384615,0.338461538461538,0,0,0,0,0.0153846153846154,0.107692307692308,0,0
"andybridges",0,0.0535372848948375,0,0.011472275334608,0.00191204588910134,0.0363288718929254,0.0783938814531549,0.67112810707457,0.00764818355640535,0,0,0,0.0994263862332696,0.0401529636711281,0,0
"andymckay",0,0.130434782608696,0,0,0,0.0434782608695652,0.130434782608696,0.173913043478261,0.130434782608696,0,0,0,0.0434782608695652,0.173913043478261,0.173913043478261,0
"anikarenina",0,0.15,0,0.02,0.01,0.06,0.07,0.6,0.03,0,0,0,0.04,0.01,0.01,0
"anil_kumar_verma",0,0.12,0,0.02,0,0.06,0.02,0.64,0.02,0,0,0,0.1,0.02,0,0
"anilamanalil",0,0,0,0,0,0,0,0.986301369863014,0,0,0,0,0.0136986301369863,0,0,0
"aniruddha_singhamahapatra",0.00150262960180316,0.0293012772351615,0,0.00300525920360631,0,0.00601051840721262,0.0067618332081142,0.693463561232156,0.00150262960180316,0,0,0,0.248685199098422,0.00976709241172051,0,0
"anna-mac",0.03125,0.15625,0.0625,0,0.0625,0.09375,0.09375,0.21875,0.03125,0,0.0625,0,0,0.03125,0,0
"anna_chapman",0.0173913043478261,0.147826086956522,0,0.0695652173913043,0,0.104347826086957,0.0956521739130435,0.356521739130435,0,0,0,0,0.130434782608696,0.0782608695652174,0,0
"annamammalbee",0.0169491525423729,0.203389830508475,0,0,0,0.0847457627118644,0.101694915254237,0.525423728813559,0.0338983050847458,0,0,0,0.0169491525423729,0.0169491525423729,0,0
"annebekker",0.01,0.12,0,0.04,0,0.11,0.09,0.38,0.05,0,0,0,0.15,0.05,0,0
"annikaml",0.00265330188679245,0.140919811320755,0.000589622641509434,0.0244693396226415,0.00235849056603774,0.118219339622642,0.0232900943396226,0.635318396226415,0.0035377358490566,0.000294811320754717,0.000589622641509434,0.0109080188679245,0.0250589622641509,0.00972877358490566,0,0
"anthonyficus",0,0.142857142857143,0,0.0285714285714286,0,0.285714285714286,0.142857142857143,0.342857142857143,0,0,0,0,0.0571428571428571,0,0,0
"anthonysarkiss",0,0.136986301369863,0.0136986301369863,0.0547945205479452,0,0.136986301369863,0.219178082191781,0.273972602739726,0.0547945205479452,0,0.0136986301369863,0,0.0547945205479452,0.0410958904109589,0,0
"antounarmal",0,0.227272727272727,0.0227272727272727,0.113636363636364,0,0.136363636363636,0.0454545454545455,0.431818181818182,0,0,0,0,0,0.0227272727272727,0,0
"antshrike69",0,0.00719424460431655,0,0,0,0.0179856115107914,0.00719424460431655,0.902877697841727,0.0179856115107914,0,0,0.00719424460431655,0.039568345323741,0,0,0
"anudibranchmom",0.0125786163522013,0.0817610062893082,0,0.0125786163522013,0,0.0566037735849057,0.0754716981132075,0.572327044025157,0.00628930817610063,0,0,0,0.10062893081761,0.0817610062893082,0,0
"anukma",0.0225988700564972,0.0508474576271186,0,0.00564971751412429,0,0.0734463276836158,0.0593220338983051,0.508474576271186,0,0,0,0,0.209039548022599,0.0706214689265537,0,0
"apalmieri",0,0.166666666666667,0,0.0333333333333333,0,0.0666666666666667,0.133333333333333,0.366666666666667,0.0333333333333333,0,0,0.0333333333333333,0.1,0.0666666666666667,0,0
"apcorboy",0,0.0833333333333333,0,0,0,0.0666666666666667,0.233333333333333,0.35,0.0166666666666667,0,0,0,0.183333333333333,0.0666666666666667,0,0
"apeterlongo",0,0.387573964497041,0.0029585798816568,0.0266272189349112,0,0.127218934911243,0.0532544378698225,0.281065088757396,0.0355029585798817,0,0,0,0.014792899408284,0.0680473372781065,0,0
"aphanotus",0.00714285714285714,0.121428571428571,0,0.0714285714285714,0,0.0428571428571429,0.121428571428571,0.514285714285714,0,0,0,0,0.0785714285714286,0.0428571428571429,0,0
"aphaywood",0,0.133333333333333,0,0.0333333333333333,0,0,0.166666666666667,0.5,0,0,0,0,0.133333333333333,0.0333333333333333,0,0
"arbutterflynut",0.00157977883096367,0.0442338072669826,0,0.0394944707740916,0.00157977883096367,0.014218009478673,0.0789889415481833,0.679304897314376,0,0,0,0,0.126382306477093,0.014218009478673,0,0
"archy007",0,0.114754098360656,0,0.0327868852459016,0,0.0655737704918033,0.114754098360656,0.524590163934426,0,0,0,0,0.114754098360656,0.0327868852459016,0,0
"arctic_mongoose",0.00896495517522412,0.116544417277914,0.006519967400163,0.134474327628362,0,0.12958435207824,0.208638956805216,0.189079054604727,0.000814995925020375,0,0.000814995925020375,0.00244498777506112,0.143439282803586,0.0578647106764466,0.000814995925020375,0
"ares-afc",0.024390243902439,0.0487804878048781,0,0,0,0,0,0.853658536585366,0,0,0,0,0,0.0731707317073171,0,0
"argyl",0,0.0694444444444444,0,0.0138888888888889,0,0.0277777777777778,0.0972222222222222,0.527777777777778,0,0,0,0,0.194444444444444,0.0555555555555556,0.0138888888888889,0
"ariel-shamir",0,0.0833333333333333,0,0.0416666666666667,0,0.0833333333333333,0.125,0.375,0.0416666666666667,0,0,0,0.0833333333333333,0.166666666666667,0,0
"armandob",0,0.136363636363636,0,0,0,0.0909090909090909,0.181818181818182,0.5,0.0454545454545455,0,0,0,0.0454545454545455,0,0,0
"arnel",0,0.127659574468085,0,0.0851063829787234,0,0,0.553191489361702,0.170212765957447,0,0,0,0,0.0638297872340425,0,0,0
"arnim",0.0549450549450549,0.373626373626374,0.318681318681319,0,0,0.043956043956044,0.120879120879121,0.0549450549450549,0.010989010989011,0,0,0,0,0.021978021978022,0,0
"artdivcan",0.00255102040816327,0.0433673469387755,0,0.181122448979592,0,0.0739795918367347,0.14030612244898,0.502551020408163,0.00255102040816327,0,0,0,0.0204081632653061,0.0331632653061225,0,0
"artem",0,0.225,0,0.025,0,0.3375,0.025,0.1,0.025,0.0125,0,0.025,0.1875,0.025,0,0.0125
"arthropod",0.0384615384615385,0.346153846153846,0.0256410256410256,0.0213675213675214,0,0.094017094017094,0.115384615384615,0.128205128205128,0.0341880341880342,0,0,0.00427350427350427,0.0213675213675214,0.136752136752137,0,0.0341880341880342
"artifore",0.028169014084507,0.15962441314554,0.00156494522691706,0.0219092331768388,0,0.10641627543036,0.0719874804381847,0.503912363067293,0.028169014084507,0,0.00312989045383412,0.00156494522691706,0.0328638497652582,0.0406885758998435,0,0
"artmur",0,0.116379310344828,0,0.0193965517241379,0,0.0603448275862069,0.0517241379310345,0.665948275862069,0.0021551724137931,0,0,0,0.0754310344827586,0.00862068965517241,0,0
"arturo_femia",0,0.349056603773585,0,0.0377358490566038,0,0.0754716981132075,0.377358490566038,0.10377358490566,0.0188679245283019,0,0,0,0.0188679245283019,0.0188679245283019,0,0
"arturoc",0,0.0192307692307692,0,0.032051282051282,0,0.0384615384615385,0.141025641025641,0.692307692307692,0,0,0,0,0.0576923076923077,0.0192307692307692,0,0
"aru",0,0.032967032967033,0,0,0,0.00879120879120879,0.0043956043956044,0.00879120879120879,0,0,0,0,0.945054945054945,0,0,0
"asabspade",0,0.0850202429149798,0,0.0202429149797571,0,0.00404858299595142,0.101214574898785,0.684210526315789,0.00809716599190283,0,0,0,0.0850202429149798,0.00404858299595142,0,0
"ashes49",0.00909090909090909,0.0818181818181818,0.00909090909090909,0.0909090909090909,0,0.145454545454545,0.172727272727273,0.354545454545455,0.00909090909090909,0,0,0,0.0272727272727273,0.1,0,0
"ashley70",0,0,0,0,0,0.1,0.2,0.4,0,0,0,0,0.3,0,0,0
"astrobirder",0.00101694915254237,0.107118644067797,0.00271186440677966,0.187118644067797,0.00169491525423729,0.108813559322034,0.135254237288136,0.304406779661017,0.00203389830508475,0.000338983050847458,0.00101694915254237,0.00610169491525424,0.0867796610169492,0.0393220338983051,0,0.00101694915254237
"atassin",0.0108695652173913,0.0543478260869565,0,0.0543478260869565,0,0.108695652173913,0.0869565217391304,0.456521739130435,0.0108695652173913,0.0108695652173913,0,0.0108695652173913,0.173913043478261,0.0217391304347826,0,0
"athada",0,0.264705882352941,0,0.0588235294117647,0,0.0294117647058824,0.0588235294117647,0.529411764705882,0,0,0,0,0.0294117647058824,0,0.0294117647058824,0
"atlnature",0.00194741966893866,0.0165530671859786,0,0.0155793573515093,0,0.0233690360272639,0.0447906523855891,0.762414800389484,0.00194741966893866,0,0,0,0.109055501460565,0.0243427458617332,0,0
"atrox77",0,0.212121212121212,0,0,0,0.0606060606060606,0.0909090909090909,0.272727272727273,0.0303030303030303,0,0,0,0.0303030303030303,0.303030303030303,0,0
"audubon23",0,0.0909090909090909,0,0.0454545454545455,0,0.227272727272727,0.0454545454545455,0.363636363636364,0.0454545454545455,0,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0,0.0454545454545455
"aureliomolinahdz",0,0.02,0,0.005,0,0.005,0.01,0.32,0,0,0,0,0.635,0.005,0,0
"aussieoh",0,0,0,0,0,0.0566037735849057,0.0188679245283019,0.660377358490566,0.0188679245283019,0,0,0,0.226415094339623,0.0188679245283019,0,0
"axeira",0,0.22,0,0.04,0.004,0.084,0.056,0.44,0.012,0.012,0,0,0.064,0.064,0,0.004
"axons",0,0.351351351351351,0.027027027027027,0.0945945945945946,0,0.162162162162162,0.121621621621622,0.0540540540540541,0.0405405405405405,0,0.0135135135135135,0,0.027027027027027,0.0945945945945946,0.0135135135135135,0
"azgulo",0,0.125,0,0,0,0.0416666666666667,0,0.25,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0.291666666666667,0.166666666666667,0,0
"balharsh",0,0,0,0,0,0.04,0,0.96,0,0,0,0,0,0,0,0
"bamm321",0.0122549019607843,0.142156862745098,0,0.0955882352941176,0.00490196078431373,0.144607843137255,0.120098039215686,0.286764705882353,0.00490196078431373,0,0,0,0.0833333333333333,0.0955882352941176,0,0.00735294117647059
