"cell","year","jd_wk","obs_days"
530.1,2019,203,1
530.1,2019,224,1
531.1,2017,140,1
531.1,2017,161,1
531.1,2017,196,1
531.1,2017,210,4
531.1,2017,231,4
531.1,2017,259,1
531.1,2018,112,1
531.1,2018,126,1
531.1,2018,133,1
531.1,2018,189,1
531.1,2018,196,2
531.1,2018,203,3
531.1,2018,210,2
531.1,2018,224,5
531.1,2018,238,1
531.1,2018,252,5
531.1,2019,70,2
531.1,2019,91,2
531.1,2019,112,1
531.1,2019,119,1
531.1,2019,140,1
531.1,2019,147,1
531.1,2019,154,1
531.1,2019,161,5
531.1,2019,168,3
531.1,2019,175,1
531.1,2019,182,1
531.1,2019,189,1
531.1,2019,196,3
531.1,2019,203,5
531.1,2019,210,5
531.1,2019,217,3
531.1,2019,224,2
531.1,2019,231,3
532.1,2017,189,1
532.1,2017,196,1
532.1,2017,217,1
532.1,2018,168,3
532.1,2018,175,1
532.1,2018,196,1
532.1,2018,217,1
532.1,2018,224,1
532.1,2018,238,1
532.1,2018,252,1
532.1,2018,287,1
532.1,2019,133,1
532.1,2019,168,1
532.1,2019,175,3
532.1,2019,182,1
532.1,2019,189,1
532.1,2019,210,2
532.1,2019,224,1
533.1,2017,147,1
533.1,2017,154,1
533.1,2017,161,2
533.1,2017,189,6
533.1,2017,196,1
533.1,2017,203,2
533.1,2017,210,1
533.1,2017,252,1
533.1,2017,273,1
533.1,2017,280,1
533.1,2018,126,1
533.1,2018,147,1
533.1,2018,168,1
533.1,2018,175,2
533.1,2018,182,2
533.1,2018,196,4
533.1,2018,203,1
533.1,2018,210,2
533.1,2018,224,3
533.1,2018,231,1
533.1,2018,238,1
533.1,2018,245,2
533.1,2018,259,3
533.1,2018,287,1
533.1,2019,133,1
533.1,2019,147,3
533.1,2019,154,2
533.1,2019,161,1
533.1,2019,168,8
533.1,2019,175,7
533.1,2019,182,3
533.1,2019,189,5
533.1,2019,196,5
533.1,2019,203,5
533.1,2019,210,7
533.1,2019,217,13
533.1,2019,224,2
533.1,2019,231,6
534.1,2017,14,2
534.1,2017,21,2
534.1,2017,35,1
534.1,2017,42,2
534.1,2017,49,3
534.1,2017,63,2
534.1,2017,77,2
534.1,2017,91,7
534.1,2017,98,9
534.1,2017,105,9
534.1,2017,112,10
534.1,2017,119,15
534.1,2017,126,10
534.1,2017,133,14
534.1,2017,140,18
534.1,2017,147,24
534.1,2017,154,23
534.1,2017,161,39
534.1,2017,168,35
534.1,2017,175,40
534.1,2017,182,46
534.1,2017,189,48
534.1,2017,196,49
534.1,2017,203,52
534.1,2017,210,50
534.1,2017,217,47
534.1,2017,224,48
534.1,2017,231,58
534.1,2017,238,57
534.1,2017,245,38
534.1,2017,252,57
534.1,2017,259,44
534.1,2017,266,31
534.1,2017,273,25
534.1,2017,280,17
534.1,2017,287,13
534.1,2017,294,2
534.1,2017,301,1
534.1,2017,315,2
534.1,2017,336,1
534.1,2017,343,1
534.1,2018,7,4
534.1,2018,14,2
534.1,2018,21,3
534.1,2018,35,1
534.1,2018,56,4
534.1,2018,63,1
534.1,2018,77,1
534.1,2018,84,3
534.1,2018,91,5
534.1,2018,98,1
534.1,2018,105,2
534.1,2018,112,42
534.1,2018,119,44
534.1,2018,126,21
534.1,2018,133,75
534.1,2018,140,95
534.1,2018,147,72
534.1,2018,154,88
534.1,2018,161,85
534.1,2018,168,114
534.1,2018,175,96
534.1,2018,182,85
534.1,2018,189,100
534.1,2018,196,123
534.1,2018,203,138
534.1,2018,210,103
534.1,2018,217,128
534.1,2018,224,143
534.1,2018,231,117
534.1,2018,238,96
534.1,2018,245,81
534.1,2018,252,105
534.1,2018,259,51
534.1,2018,266,56
534.1,2018,273,14
534.1,2018,280,16
534.1,2018,287,33
534.1,2018,294,18
534.1,2018,301,12
534.1,2018,308,6
534.1,2018,322,5
534.1,2018,329,3
534.1,2018,336,2
534.1,2018,343,3
534.1,2018,350,2
534.1,2018,357,1
534.1,2019,0,2
534.1,2019,7,3
534.1,2019,14,1
534.1,2019,21,2
534.1,2019,35,3
534.1,2019,42,3
534.1,2019,49,4
534.1,2019,56,2
534.1,2019,63,2
534.1,2019,70,2
534.1,2019,77,3
534.1,2019,84,5
534.1,2019,91,7
534.1,2019,98,5
534.1,2019,105,18
534.1,2019,112,71
534.1,2019,119,43
534.1,2019,126,31
534.1,2019,133,45
534.1,2019,140,48
534.1,2019,147,81
534.1,2019,154,87
534.1,2019,161,124
534.1,2019,168,132
534.1,2019,175,141
534.1,2019,182,151
534.1,2019,189,167
534.1,2019,196,256
534.1,2019,203,203
534.1,2019,210,219
534.1,2019,217,213
534.1,2019,224,206
534.1,2019,231,169
534.1,2019,238,21
535.1,2017,0,1
535.1,2017,28,1
535.1,2017,70,1
535.1,2017,84,2
535.1,2017,91,3
535.1,2017,98,1
535.1,2017,105,1
535.1,2017,112,3
535.1,2017,119,3
535.1,2017,126,8
535.1,2017,133,3
535.1,2017,140,6
535.1,2017,147,9
535.1,2017,154,10
535.1,2017,161,16
535.1,2017,168,16
535.1,2017,175,9
535.1,2017,182,9
535.1,2017,189,11
535.1,2017,196,19
535.1,2017,203,15
535.1,2017,210,13
535.1,2017,217,26
535.1,2017,224,22
535.1,2017,231,13
535.1,2017,238,17
535.1,2017,245,24
535.1,2017,252,24
535.1,2017,259,15
535.1,2017,266,12
535.1,2017,273,16
535.1,2017,280,6
535.1,2017,287,3
535.1,2017,294,2
535.1,2017,301,1
535.1,2017,315,1
535.1,2017,329,1
535.1,2017,336,2
535.1,2018,42,1
535.1,2018,56,2
535.1,2018,77,1
535.1,2018,91,1
535.1,2018,105,1
535.1,2018,112,7
535.1,2018,119,23
535.1,2018,126,27
535.1,2018,133,29
535.1,2018,140,31
535.1,2018,147,29
535.1,2018,154,39
535.1,2018,161,26
535.1,2018,168,27
535.1,2018,175,21
535.1,2018,182,39
535.1,2018,189,22
535.1,2018,196,45
535.1,2018,203,26
535.1,2018,210,35
535.1,2018,217,30
535.1,2018,224,31
535.1,2018,231,32
535.1,2018,238,23
535.1,2018,245,39
535.1,2018,252,26
535.1,2018,259,13
535.1,2018,266,5
535.1,2018,273,4
535.1,2018,280,2
535.1,2018,287,7
535.1,2018,294,3
535.1,2018,301,2
535.1,2018,315,2
535.1,2018,322,2
535.1,2018,329,1
535.1,2018,336,1
535.1,2018,343,3
535.1,2019,14,1
535.1,2019,28,2
535.1,2019,35,1
535.1,2019,56,1
535.1,2019,63,1
535.1,2019,70,3
535.1,2019,77,2
535.1,2019,84,3
535.1,2019,91,4
535.1,2019,98,2
535.1,2019,105,3
535.1,2019,112,11
535.1,2019,119,5
535.1,2019,126,12
535.1,2019,133,24
535.1,2019,140,22
535.1,2019,147,25
535.1,2019,154,27
535.1,2019,161,28
535.1,2019,168,28
535.1,2019,175,43
535.1,2019,182,62
535.1,2019,189,51
535.1,2019,196,69
535.1,2019,203,58
535.1,2019,210,65
535.1,2019,217,63
535.1,2019,224,50
535.1,2019,231,37
535.1,2019,238,1
536.1,2017,98,1
536.1,2017,126,3
536.1,2017,133,2
536.1,2017,147,1
536.1,2017,154,2
536.1,2017,161,5
536.1,2017,168,2
536.1,2017,175,1
536.1,2017,182,6
536.1,2017,189,2
536.1,2017,196,4
536.1,2017,203,2
536.1,2017,210,3
536.1,2017,217,2
536.1,2017,224,10
536.1,2017,231,6
536.1,2017,238,2
536.1,2017,245,3
536.1,2017,252,6
536.1,2017,259,5
536.1,2017,266,2
536.1,2017,280,1
536.1,2017,315,1
536.1,2018,7,1
536.1,2018,56,2
536.1,2018,98,1
536.1,2018,119,3
536.1,2018,126,2
536.1,2018,133,3
536.1,2018,140,2
536.1,2018,147,4
536.1,2018,154,3
536.1,2018,161,12
536.1,2018,168,6
536.1,2018,175,4
536.1,2018,182,13
536.1,2018,189,11
536.1,2018,196,6
536.1,2018,203,7
536.1,2018,210,11
536.1,2018,217,6
536.1,2018,224,16
536.1,2018,231,8
536.1,2018,238,11
536.1,2018,245,9
536.1,2018,252,6
536.1,2018,259,5
536.1,2018,266,1
536.1,2018,273,1
536.1,2018,287,3
536.1,2018,294,2
536.1,2018,301,1
536.1,2018,315,2
536.1,2019,119,1
536.1,2019,126,1
536.1,2019,133,2
536.1,2019,140,5
536.1,2019,147,1
536.1,2019,154,6
536.1,2019,161,7
536.1,2019,168,9
536.1,2019,175,11
536.1,2019,182,13
536.1,2019,189,17
536.1,2019,196,15
536.1,2019,203,19
536.1,2019,210,24
536.1,2019,217,19
536.1,2019,224,7
536.1,2019,231,15
536.1,2019,238,1
537.1,2017,147,1
537.1,2017,154,1
537.1,2017,161,5
537.1,2017,175,1
537.1,2017,210,2
537.1,2017,217,1
537.1,2018,140,1
537.1,2018,147,1
537.1,2018,154,2
537.1,2018,161,6
537.1,2018,168,4
537.1,2018,175,5
537.1,2018,182,5
537.1,2018,189,2
537.1,2018,196,5
537.1,2018,203,1
537.1,2018,210,4
537.1,2018,217,1
537.1,2018,224,3
537.1,2018,231,1
537.1,2018,245,1
537.1,2018,252,1
537.1,2018,287,1
537.1,2019,119,1
537.1,2019,133,1
537.1,2019,161,3
537.1,2019,168,3
537.1,2019,175,4
537.1,2019,189,3
537.1,2019,196,6
537.1,2019,203,11
537.1,2019,210,7
537.1,2019,217,8
537.1,2019,224,13
537.1,2019,231,12
538.1,2017,147,2
538.1,2017,154,5
538.1,2017,161,3
538.1,2017,175,1
538.1,2017,182,4
538.1,2017,189,2
538.1,2017,196,2
538.1,2017,203,1
538.1,2017,210,3
538.1,2017,217,2
538.1,2017,245,1
538.1,2017,252,1
538.1,2018,133,2
538.1,2018,147,1
538.1,2018,168,1
538.1,2018,182,1
538.1,2018,189,1
538.1,2018,196,1
538.1,2018,203,6
538.1,2018,210,3
538.1,2018,217,5
538.1,2018,224,1
538.1,2018,231,2
538.1,2018,238,2
538.1,2018,259,1
538.1,2019,119,1
538.1,2019,126,1
538.1,2019,140,1
538.1,2019,147,2
538.1,2019,154,4
538.1,2019,161,1
538.1,2019,175,1
538.1,2019,182,2
538.1,2019,189,5
538.1,2019,196,8
538.1,2019,203,6
538.1,2019,210,6
538.1,2019,217,4
538.1,2019,224,4
538.1,2019,231,3
538.1,2019,238,2
539.1,2018,112,1
539.1,2019,147,1
539.1,2019,161,1
539.1,2019,182,1
539.1,2019,189,1
539.1,2019,203,1
539.1,2019,210,1
539.1,2019,224,1
539.1,2019,231,1
540.1,2017,84,1
540.1,2017,91,1
540.1,2017,98,2
540.1,2017,105,4
540.1,2017,112,3
540.1,2017,119,5
540.1,2017,126,4
540.1,2017,133,9
540.1,2017,140,7
540.1,2017,147,8
540.1,2017,154,11
540.1,2017,161,9
540.1,2017,168,9
540.1,2017,175,17
540.1,2017,182,13
540.1,2017,189,17
540.1,2017,196,13
540.1,2017,203,13
540.1,2017,210,12
540.1,2017,217,6
540.1,2017,224,7
540.1,2017,231,8
540.1,2017,238,10
540.1,2017,245,7
540.1,2017,252,7
540.1,2017,259,7
540.1,2017,266,5
540.1,2017,273,5
540.1,2017,280,6
540.1,2017,287,4
540.1,2017,294,2
540.1,2017,301,1
540.1,2018,0,1
540.1,2018,63,1
540.1,2018,70,1
540.1,2018,84,2
540.1,2018,91,1
540.1,2018,112,1
540.1,2018,119,1
540.1,2018,126,7
540.1,2018,133,7
540.1,2018,140,7
540.1,2018,147,16
540.1,2018,154,9
540.1,2018,161,13
540.1,2018,168,15
540.1,2018,175,11
540.1,2018,182,18
540.1,2018,189,20
540.1,2018,196,15
540.1,2018,203,13
540.1,2018,210,21
540.1,2018,217,15
540.1,2018,224,15
540.1,2018,231,18
540.1,2018,238,12
540.1,2018,245,12
540.1,2018,252,8
540.1,2018,259,5
540.1,2018,266,7
540.1,2018,273,9
540.1,2018,280,4
540.1,2018,287,1
540.1,2018,294,1
540.1,2018,301,1
540.1,2019,56,1
540.1,2019,77,1
540.1,2019,84,1
540.1,2019,98,1
540.1,2019,105,4
540.1,2019,112,4
540.1,2019,119,4
540.1,2019,126,5
540.1,2019,133,4
540.1,2019,140,4
540.1,2019,147,4
540.1,2019,154,8
540.1,2019,161,5
540.1,2019,168,22
540.1,2019,175,18
540.1,2019,182,16
540.1,2019,189,16
540.1,2019,196,29
540.1,2019,203,24
540.1,2019,210,38
540.1,2019,217,25
540.1,2019,224,30
540.1,2019,231,33
540.1,2019,238,4
541.1,2017,28,1
541.1,2017,35,1
541.1,2017,42,1
541.1,2017,49,1
541.1,2017,56,2
541.1,2017,63,2
541.1,2017,70,2
541.1,2017,77,2
541.1,2017,84,2
541.1,2017,98,2
541.1,2017,105,1
541.1,2017,112,2
541.1,2017,119,3
541.1,2017,126,4
541.1,2017,133,9
541.1,2017,140,7
541.1,2017,147,6
541.1,2017,154,7
541.1,2017,161,10
541.1,2017,168,8
541.1,2017,175,17
541.1,2017,182,15
541.1,2017,189,17
541.1,2017,196,20
541.1,2017,203,7
541.1,2017,210,17
541.1,2017,217,16
541.1,2017,224,22
541.1,2017,231,14
541.1,2017,238,9
541.1,2017,245,8
541.1,2017,252,6
541.1,2017,259,5
541.1,2017,266,14
541.1,2017,273,8
541.1,2017,280,3
541.1,2017,287,7
541.1,2017,294,8
541.1,2017,301,3
541.1,2017,308,2
541.1,2017,329,1
541.1,2017,343,1
541.1,2017,350,1
541.1,2018,0,1
541.1,2018,7,2
541.1,2018,14,1
541.1,2018,21,1
541.1,2018,42,2
541.1,2018,56,2
541.1,2018,63,1
541.1,2018,70,1
541.1,2018,84,5
541.1,2018,91,1
541.1,2018,105,2
541.1,2018,112,11
541.1,2018,119,9
541.1,2018,126,11
541.1,2018,133,14
541.1,2018,140,19
541.1,2018,147,27
541.1,2018,154,14
541.1,2018,161,21
541.1,2018,168,20
541.1,2018,175,22
541.1,2018,182,26
541.1,2018,189,27
541.1,2018,196,18
541.1,2018,203,17
541.1,2018,210,28
541.1,2018,217,20
541.1,2018,224,20
541.1,2018,231,17
541.1,2018,238,13
541.1,2018,245,20
541.1,2018,252,6
541.1,2018,259,6
541.1,2018,266,2
541.1,2018,273,10
541.1,2018,280,7
541.1,2018,287,6
541.1,2018,294,2
541.1,2018,301,1
541.1,2018,308,2
541.1,2018,336,1
541.1,2018,350,2
541.1,2018,357,1
541.1,2019,0,1
541.1,2019,21,2
541.1,2019,42,1
541.1,2019,49,1
541.1,2019,63,1
541.1,2019,77,5
541.1,2019,84,1
541.1,2019,91,2
541.1,2019,98,1
541.1,2019,105,3
541.1,2019,112,2
541.1,2019,119,9
541.1,2019,126,5
541.1,2019,133,10
541.1,2019,140,16
541.1,2019,147,21
541.1,2019,154,24
541.1,2019,161,19
541.1,2019,168,22
541.1,2019,175,25
541.1,2019,182,27
541.1,2019,189,26
541.1,2019,196,49
541.1,2019,203,70
541.1,2019,210,72
541.1,2019,217,56
541.1,2019,224,73
541.1,2019,231,75
541.1,2019,238,4
553.1,2017,0,5
553.1,2017,7,3
553.1,2017,14,8
553.1,2017,21,2
553.1,2017,28,11
553.1,2017,35,18
553.1,2017,42,28
553.1,2017,49,17
553.1,2017,56,21
553.1,2017,63,27
553.1,2017,70,39
553.1,2017,77,38
553.1,2017,84,40
553.1,2017,91,42
553.1,2017,98,52
553.1,2017,105,111
553.1,2017,112,48
553.1,2017,119,36
553.1,2017,126,27
553.1,2017,133,36
553.1,2017,140,44
553.1,2017,147,27
553.1,2017,154,26
553.1,2017,161,23
553.1,2017,168,35
553.1,2017,175,52
553.1,2017,182,23
553.1,2017,189,45
553.1,2017,196,44
553.1,2017,203,41
553.1,2017,210,31
553.1,2017,217,41
553.1,2017,224,33
553.1,2017,231,25
553.1,2017,238,50
553.1,2017,245,48
553.1,2017,252,58
553.1,2017,259,67
553.1,2017,266,57
553.1,2017,273,46
553.1,2017,280,56
553.1,2017,287,57
553.1,2017,294,37
553.1,2017,301,35
553.1,2017,308,27
553.1,2017,315,29
553.1,2017,322,36
553.1,2017,329,24
553.1,2017,336,17
553.1,2017,343,16
553.1,2017,350,8
553.1,2017,357,8
553.1,2017,364,3
553.1,2018,0,7
553.1,2018,7,28
553.1,2018,14,19
553.1,2018,21,14
553.1,2018,28,23
553.1,2018,35,21
553.1,2018,42,15
553.1,2018,49,18
553.1,2018,56,21
553.1,2018,63,32
553.1,2018,70,29
553.1,2018,77,32
553.1,2018,84,59
553.1,2018,91,55
553.1,2018,98,69
553.1,2018,105,60
553.1,2018,112,152
553.1,2018,119,90
553.1,2018,126,50
553.1,2018,133,58
553.1,2018,140,51
553.1,2018,147,41
553.1,2018,154,42
553.1,2018,161,33
553.1,2018,168,37
553.1,2018,175,36
553.1,2018,182,39
553.1,2018,189,50
553.1,2018,196,46
553.1,2018,203,53
553.1,2018,210,35
553.1,2018,217,48
553.1,2018,224,45
553.1,2018,231,41
553.1,2018,238,60
553.1,2018,245,86
553.1,2018,252,81
553.1,2018,259,67
553.1,2018,266,90
553.1,2018,273,58
553.1,2018,280,67
553.1,2018,287,91
553.1,2018,294,67
553.1,2018,301,55
553.1,2018,308,35
553.1,2018,315,47
553.1,2018,322,39
553.1,2018,329,50
553.1,2018,336,29
553.1,2018,343,33
553.1,2018,350,23
553.1,2018,357,17
553.1,2018,364,4
553.1,2019,0,19
553.1,2019,7,38
553.1,2019,14,24
553.1,2019,21,17
553.1,2019,28,16
553.1,2019,35,18
553.1,2019,42,18
553.1,2019,49,34
553.1,2019,56,32
553.1,2019,63,38
553.1,2019,70,63
553.1,2019,77,61
553.1,2019,84,73
553.1,2019,91,83
553.1,2019,98,100
553.1,2019,105,89
553.1,2019,112,262
553.1,2019,119,97
553.1,2019,126,71
553.1,2019,133,54
553.1,2019,140,50
553.1,2019,147,56
553.1,2019,154,57
553.1,2019,161,59
553.1,2019,168,75
553.1,2019,175,77
553.1,2019,182,78
553.1,2019,189,95
553.1,2019,196,99
553.1,2019,203,123
553.1,2019,210,108
553.1,2019,217,82
553.1,2019,224,88
553.1,2019,231,85
553.1,2019,238,15
554.1,2017,14,1
554.1,2017,21,1
554.1,2017,28,2
554.1,2017,35,1
554.1,2017,42,1
554.1,2017,56,1
554.1,2017,63,2
554.1,2017,70,16
554.1,2017,77,13
554.1,2017,84,6
554.1,2017,91,13
554.1,2017,98,11
554.1,2017,105,7
554.1,2017,112,9
554.1,2017,119,4
554.1,2017,126,6
554.1,2017,133,1
554.1,2017,140,4
554.1,2017,147,8
554.1,2017,154,13
554.1,2017,161,5
554.1,2017,168,3
554.1,2017,175,1
554.1,2017,189,2
554.1,2017,196,2
554.1,2017,210,3
554.1,2017,217,2
554.1,2017,224,5
554.1,2017,231,4
554.1,2017,238,1
554.1,2017,245,2
554.1,2017,252,8
554.1,2017,259,4
554.1,2017,266,6
554.1,2017,273,5
554.1,2017,280,8
554.1,2017,287,1
554.1,2017,301,3
554.1,2017,308,2
554.1,2017,315,3
554.1,2017,322,2
554.1,2017,329,2
554.1,2017,336,1
554.1,2017,343,1
554.1,2017,350,1
554.1,2017,357,1
554.1,2018,7,3
554.1,2018,14,2
554.1,2018,28,4
554.1,2018,35,5
554.1,2018,42,3
554.1,2018,49,3
554.1,2018,56,2
554.1,2018,63,4
554.1,2018,70,8
554.1,2018,77,5
554.1,2018,84,7
554.1,2018,91,5
554.1,2018,98,4
554.1,2018,105,5
554.1,2018,112,5
554.1,2018,119,6
554.1,2018,126,3
554.1,2018,133,8
554.1,2018,140,5
554.1,2018,147,5
554.1,2018,154,6
554.1,2018,161,9
554.1,2018,168,8
554.1,2018,175,2
554.1,2018,182,4
554.1,2018,189,4
554.1,2018,196,10
554.1,2018,203,6
554.1,2018,210,4
554.1,2018,217,7
554.1,2018,224,10
554.1,2018,231,6
554.1,2018,238,5
554.1,2018,245,8
554.1,2018,252,7
554.1,2018,259,4
554.1,2018,266,10
554.1,2018,273,1
554.1,2018,280,9
554.1,2018,287,6
554.1,2018,294,3
554.1,2018,301,4
554.1,2018,308,6
554.1,2018,315,4
554.1,2018,322,2
554.1,2018,329,2
554.1,2018,336,1
554.1,2018,350,3
554.1,2018,357,2
554.1,2019,0,2
554.1,2019,7,2
554.1,2019,14,1
554.1,2019,21,1
554.1,2019,28,2
554.1,2019,35,3
554.1,2019,42,4
554.1,2019,49,2
554.1,2019,56,5
554.1,2019,63,4
554.1,2019,70,15
554.1,2019,77,16
554.1,2019,84,21
554.1,2019,91,20
554.1,2019,98,10
554.1,2019,105,11
554.1,2019,112,19
554.1,2019,119,19
554.1,2019,126,23
554.1,2019,133,16
554.1,2019,140,19
554.1,2019,147,25
554.1,2019,154,9
554.1,2019,161,6
554.1,2019,168,8
554.1,2019,175,12
554.1,2019,182,19
554.1,2019,189,7
554.1,2019,196,11
554.1,2019,203,9
554.1,2019,210,13
554.1,2019,217,9
554.1,2019,224,11
554.1,2019,231,10
554.1,2019,238,1
555.1,2017,56,1
555.1,2017,84,2
555.1,2017,105,3
555.1,2017,119,2
555.1,2017,126,1
555.1,2017,133,1
555.1,2017,140,3
555.1,2017,147,4
555.1,2017,154,1
555.1,2017,161,2
555.1,2017,168,2
555.1,2017,182,1
555.1,2017,189,4
555.1,2017,196,1
555.1,2017,203,2
555.1,2017,217,1
555.1,2017,224,1
555.1,2017,238,1
555.1,2017,245,1
555.1,2017,252,1
555.1,2017,266,2
555.1,2017,273,1
555.1,2017,280,1
555.1,2017,294,1
555.1,2017,301,4
555.1,2017,315,3
555.1,2018,42,1
555.1,2018,56,1
555.1,2018,91,3
555.1,2018,98,2
555.1,2018,112,1
555.1,2018,133,2
555.1,2018,140,2
555.1,2018,154,2
555.1,2018,161,1
555.1,2018,168,1
555.1,2018,175,1
555.1,2018,189,3
555.1,2018,203,1
555.1,2018,217,1
555.1,2018,224,4
555.1,2018,231,2
555.1,2018,238,2
555.1,2018,245,1
555.1,2018,252,2
555.1,2018,259,2
555.1,2018,266,1
555.1,2018,273,4
555.1,2018,280,4
555.1,2018,287,1
555.1,2018,294,2
555.1,2018,301,1
555.1,2018,308,2
555.1,2018,315,1
555.1,2018,322,1
555.1,2018,343,1
555.1,2019,91,1
555.1,2019,105,2
555.1,2019,112,3
555.1,2019,119,4
555.1,2019,126,3
555.1,2019,133,2
555.1,2019,140,5
555.1,2019,154,5
555.1,2019,161,4
555.1,2019,168,4
555.1,2019,175,5
555.1,2019,182,6
555.1,2019,189,6
555.1,2019,196,3
555.1,2019,203,23
555.1,2019,210,20
555.1,2019,217,8
555.1,2019,224,8
555.1,2019,231,3
555.1,2019,238,1
556.1,2017,119,1
556.1,2017,126,2
556.1,2017,140,5
556.1,2017,147,2
556.1,2017,168,1
556.1,2017,175,1
556.1,2017,182,1
556.1,2017,196,1
556.1,2017,224,1
556.1,2017,259,1
556.1,2018,77,1
556.1,2018,112,1
556.1,2018,119,1
556.1,2018,126,3
556.1,2018,140,2
556.1,2018,154,1
556.1,2018,175,1
556.1,2018,189,1
556.1,2018,203,1
556.1,2018,210,1
556.1,2018,217,1
556.1,2018,224,2
556.1,2018,231,3
556.1,2018,238,3
556.1,2018,245,1
556.1,2018,252,1
556.1,2018,266,1
556.1,2018,273,1
556.1,2018,280,1
556.1,2018,287,2
556.1,2018,294,3
556.1,2018,301,1
556.1,2018,336,1
556.1,2019,77,1
556.1,2019,91,1
556.1,2019,112,1
556.1,2019,119,1
556.1,2019,133,3
556.1,2019,140,1
556.1,2019,147,2
556.1,2019,154,3
556.1,2019,161,3
556.1,2019,168,25
556.1,2019,175,1
556.1,2019,182,1
556.1,2019,189,4
556.1,2019,196,1
556.1,2019,203,7
556.1,2019,210,1
556.1,2019,217,3
556.1,2019,224,2
556.1,2019,231,2
557.1,2017,98,1
557.1,2017,105,1
557.1,2017,161,1
557.1,2017,168,1
557.1,2017,175,3
557.1,2017,196,2
557.1,2017,203,2
557.1,2017,210,1
557.1,2017,217,4
557.1,2017,231,1
557.1,2017,238,2
557.1,2017,245,4
557.1,2017,252,4
557.1,2017,259,1
557.1,2017,280,1
557.1,2017,322,1
557.1,2018,119,1
557.1,2018,133,1
557.1,2018,140,3
557.1,2018,147,1
557.1,2018,154,1
557.1,2018,168,2
557.1,2018,175,3
557.1,2018,182,5
557.1,2018,189,2
557.1,2018,196,8
557.1,2018,203,5
557.1,2018,210,4
557.1,2018,217,5
557.1,2018,224,2
557.1,2018,231,1
557.1,2018,238,7
557.1,2018,245,1
557.1,2018,252,1
557.1,2018,266,3
557.1,2018,273,1
557.1,2018,294,1
557.1,2019,63,1
557.1,2019,98,1
557.1,2019,112,2
557.1,2019,126,2
557.1,2019,133,1
557.1,2019,140,2
557.1,2019,147,2
557.1,2019,154,1
557.1,2019,161,1
557.1,2019,168,6
557.1,2019,175,3
557.1,2019,182,1
557.1,2019,189,4
557.1,2019,196,2
557.1,2019,203,3
557.1,2019,210,3
557.1,2019,217,6
557.1,2019,224,2
557.1,2019,231,7
557.1,2019,238,1
558.1,2017,28,2
558.1,2017,35,1
558.1,2017,70,1
558.1,2017,77,1
558.1,2017,98,1
558.1,2017,105,3
558.1,2017,112,2
558.1,2017,126,2
558.1,2017,133,2
558.1,2017,140,1
558.1,2017,147,5
558.1,2017,154,3
558.1,2017,161,6
558.1,2017,168,19
558.1,2017,175,7
558.1,2017,182,7
558.1,2017,189,4
558.1,2017,196,16
558.1,2017,203,22
558.1,2017,210,14
558.1,2017,217,8
558.1,2017,224,22
558.1,2017,231,14
558.1,2017,238,24
558.1,2017,245,14
558.1,2017,252,24
558.1,2017,259,14
558.1,2017,266,5
558.1,2017,273,11
558.1,2017,280,7
558.1,2017,287,6
558.1,2017,294,3
558.1,2017,301,3
558.1,2017,315,3
558.1,2017,322,2
558.1,2017,329,2
558.1,2017,343,1
558.1,2018,0,2
558.1,2018,28,3
558.1,2018,49,1
558.1,2018,56,2
558.1,2018,70,5
558.1,2018,77,2
558.1,2018,91,2
558.1,2018,98,2
558.1,2018,105,4
558.1,2018,112,38
558.1,2018,119,19
558.1,2018,126,7
558.1,2018,133,5
558.1,2018,140,3
558.1,2018,147,9
558.1,2018,154,6
558.1,2018,161,7
558.1,2018,168,11
558.1,2018,175,6
558.1,2018,182,17
558.1,2018,189,28
558.1,2018,196,22
558.1,2018,203,14
558.1,2018,210,17
558.1,2018,217,26
558.1,2018,224,22
558.1,2018,231,19
558.1,2018,238,28
558.1,2018,245,26
558.1,2018,252,59
558.1,2018,259,23
558.1,2018,266,18
558.1,2018,273,5
558.1,2018,280,5
558.1,2018,287,2
558.1,2018,294,4
558.1,2018,322,2
558.1,2018,329,1
558.1,2019,14,1
558.1,2019,35,1
558.1,2019,49,1
558.1,2019,77,1
558.1,2019,84,4
558.1,2019,91,11
558.1,2019,98,3
558.1,2019,105,13
558.1,2019,112,81
558.1,2019,119,7
558.1,2019,126,9
558.1,2019,133,28
558.1,2019,140,8
558.1,2019,147,14
558.1,2019,154,11
558.1,2019,161,16
558.1,2019,168,7
558.1,2019,175,22
558.1,2019,182,17
558.1,2019,189,21
558.1,2019,196,25
558.1,2019,203,37
558.1,2019,210,42
558.1,2019,217,49
558.1,2019,224,42
558.1,2019,231,41
558.1,2019,238,9
559.1,2017,175,1
559.1,2017,231,1
559.1,2018,182,1
559.1,2018,189,5
559.1,2018,203,1
559.1,2018,294,1
559.1,2019,189,1
559.1,2019,196,1
559.1,2019,203,5
559.1,2019,210,5
559.1,2019,217,4
559.1,2019,224,2
559.1,2019,231,3
559.1,2019,238,1
560.1,2017,161,1
560.1,2018,161,1
560.1,2018,168,1
560.1,2018,182,1
560.1,2018,189,1
560.1,2018,196,1
560.1,2018,203,1
560.1,2018,224,1
560.1,2018,238,1
560.1,2018,252,1
560.1,2018,287,1
560.1,2019,105,3
560.1,2019,112,2
560.1,2019,126,1
560.1,2019,133,4
560.1,2019,154,15
560.1,2019,168,2
560.1,2019,175,3
560.1,2019,182,4
560.1,2019,189,5
