"speciesCode"	"county"	"Year"	"julianday"	"freq"
"reevir1"	"US-NC-183"	2018	356	0
"reevir1"	"US-TN-009"	2018	1	0
"reevir1"	"US-TN-009"	2018	8	0
"reevir1"	"US-TN-009"	2018	15	0
"reevir1"	"US-TN-009"	2018	22	0
"reevir1"	"US-TN-009"	2018	32	0
"reevir1"	"US-TN-009"	2018	39	0
"reevir1"	"US-TN-009"	2018	46	0
"reevir1"	"US-TN-009"	2018	53	0
"reevir1"	"US-TN-009"	2018	60	0
"reevir1"	"US-TN-009"	2018	67	0
"reevir1"	"US-TN-009"	2018	74	0
"reevir1"	"US-TN-009"	2018	81	0
"reevir1"	"US-TN-009"	2018	91	0
"reevir1"	"US-TN-009"	2018	98	0.142857142857143
"reevir1"	"US-TN-009"	2018	105	0.114285714285714
"reevir1"	"US-TN-009"	2018	112	0.25
"reevir1"	"US-TN-009"	2018	121	0.456521739130435
"reevir1"	"US-TN-009"	2018	128	0.366666666666667
"reevir1"	"US-TN-009"	2018	135	0.4
"reevir1"	"US-TN-009"	2018	142	0.239130434782609
"reevir1"	"US-TN-009"	2018	152	0.235294117647059
"reevir1"	"US-TN-009"	2018	159	0.162790697674419
"reevir1"	"US-TN-009"	2018	166	0.171875
"reevir1"	"US-TN-009"	2018	173	0.236842105263158
"reevir1"	"US-TN-009"	2018	182	0.0384615384615385
"reevir1"	"US-TN-009"	2018	189	0
"reevir1"	"US-TN-009"	2018	196	0.266666666666667
"reevir1"	"US-TN-009"	2018	203	0.05
"reevir1"	"US-TN-009"	2018	213	0
"reevir1"	"US-TN-009"	2018	220	0.130434782608696
"reevir1"	"US-TN-009"	2018	227	0.0256410256410256
"reevir1"	"US-TN-009"	2018	234	0.0015
"reevir1"	"US-TN-009"	2018	244	0
"reevir1"	"US-TN-009"	2018	251	0.0344827586206897
"reevir1"	"US-TN-009"	2018	258	0.0222222222222222
"reevir1"	"US-TN-009"	2018	265	0
"reevir1"	"US-TN-009"	2018	274	0
"reevir1"	"US-TN-009"	2018	281	0
"reevir1"	"US-TN-009"	2018	288	0
"reevir1"	"US-TN-009"	2018	295	0
"reevir1"	"US-TN-009"	2018	305	0
"reevir1"	"US-TN-009"	2018	312	0
"reevir1"	"US-TN-009"	2018	319	0
"reevir1"	"US-TN-009"	2018	326	0
"reevir1"	"US-TN-009"	2018	335	0
"reevir1"	"US-TN-009"	2018	342	0
"reevir1"	"US-TN-009"	2018	349	0
"reevir1"	"US-TN-009"	2018	356	0
"reevir1"	"US-NC-135"	2018	1	0
"reevir1"	"US-NC-135"	2018	8	0
"reevir1"	"US-NC-135"	2018	15	0
"reevir1"	"US-NC-135"	2018	22	0
"reevir1"	"US-NC-135"	2018	32	0
"reevir1"	"US-NC-135"	2018	39	0
"reevir1"	"US-NC-135"	2018	46	0
"reevir1"	"US-NC-135"	2018	53	0
"reevir1"	"US-NC-135"	2018	60	0
"reevir1"	"US-NC-135"	2018	67	0
"reevir1"	"US-NC-135"	2018	74	0
"reevir1"	"US-NC-135"	2018	81	0
"reevir1"	"US-NC-135"	2018	91	0
"reevir1"	"US-NC-135"	2018	98	0.105882352941176
"reevir1"	"US-NC-135"	2018	105	0.298701298701299
"reevir1"	"US-NC-135"	2018	112	0.427480916030534
"reevir1"	"US-NC-135"	2018	121	0.495495495495495
"reevir1"	"US-NC-135"	2018	128	0.443298969072165
"reevir1"	"US-NC-135"	2018	135	0.385542168674699
"reevir1"	"US-NC-135"	2018	142	0.405660377358491
"reevir1"	"US-NC-135"	2018	152	0.322222222222222
"reevir1"	"US-NC-135"	2018	159	0.23728813559322
"reevir1"	"US-NC-135"	2018	166	0.285714285714286
"reevir1"	"US-NC-135"	2018	173	0.357142857142857
"reevir1"	"US-NC-135"	2018	182	0.230769230769231
"reevir1"	"US-NC-135"	2018	189	0.263157894736842
"reevir1"	"US-NC-135"	2018	196	0.163636363636364
"reevir1"	"US-NC-135"	2018	203	0.113207547169811
"reevir1"	"US-NC-135"	2018	213	0.188679245283019
"reevir1"	"US-NC-135"	2018	220	0.121951219512195
"reevir1"	"US-NC-135"	2018	227	0.269230769230769
"reevir1"	"US-NC-135"	2018	234	0.2375
"reevir1"	"US-NC-135"	2018	244	0.2
"reevir1"	"US-NC-135"	2018	251	0.242857142857143
"reevir1"	"US-NC-135"	2018	258	0.101694915254237
"reevir1"	"US-NC-135"	2018	265	0.231404958677686
"reevir1"	"US-NC-135"	2018	274	0.10752688172043
"reevir1"	"US-NC-135"	2018	281	0.0689655172413793
"reevir1"	"US-NC-135"	2018	288	0.046875
"reevir1"	"US-NC-135"	2018	295	0.0273972602739726
"reevir1"	"US-NC-135"	2018	305	0
"reevir1"	"US-NC-135"	2018	312	0
"reevir1"	"US-NC-135"	2018	319	0
"reevir1"	"US-NC-135"	2018	326	0
"reevir1"	"US-NC-135"	2018	335	0
"reevir1"	"US-NC-135"	2018	342	0
"reevir1"	"US-NC-135"	2018	349	0
"reevir1"	"US-NC-135"	2018	356	0
"reevir1"	"US-NC-147"	2018	1	0
"reevir1"	"US-NC-147"	2018	8	0
"reevir1"	"US-NC-147"	2018	15	0
"reevir1"	"US-NC-147"	2018	22	0
"reevir1"	"US-NC-147"	2018	32	0
"reevir1"	"US-NC-147"	2018	39	0
"reevir1"	"US-NC-147"	2018	46	0
"reevir1"	"US-NC-147"	2018	53	0
"reevir1"	"US-NC-147"	2018	60	0
"reevir1"	"US-NC-147"	2018	67	0
"reevir1"	"US-NC-147"	2018	74	0
"reevir1"	"US-NC-147"	2018	81	0
"reevir1"	"US-NC-147"	2018	91	0
"reevir1"	"US-NC-147"	2018	98	0
"reevir1"	"US-NC-147"	2018	105	0.157894736842105
"reevir1"	"US-NC-147"	2018	112	0.2
"reevir1"	"US-NC-147"	2018	121	0.125
"reevir1"	"US-NC-147"	2018	128	0.4
"reevir1"	"US-NC-147"	2018	135	0.230769230769231
"reevir1"	"US-NC-147"	2018	142	0
"reevir1"	"US-NC-147"	2018	152	0.133333333333333
"reevir1"	"US-NC-147"	2018	159	0.0555555555555556
"reevir1"	"US-NC-147"	2018	166	0.0625
"reevir1"	"US-NC-147"	2018	173	0
"reevir1"	"US-NC-147"	2018	182	0
"reevir1"	"US-NC-147"	2018	189	0.111111111111111
"reevir1"	"US-NC-147"	2018	196	0.0526315789473684
"reevir1"	"US-NC-147"	2018	203	0.0625
"reevir1"	"US-NC-147"	2018	213	0
"reevir1"	"US-NC-147"	2018	220	0
"reevir1"	"US-NC-147"	2018	227	0.25
"reevir1"	"US-NC-147"	2018	234	0.15
"reevir1"	"US-NC-147"	2018	244	0.0909090909090909
"reevir1"	"US-NC-147"	2018	251	0.0666666666666667
"reevir1"	"US-NC-147"	2018	258	0.105263157894737
"reevir1"	"US-NC-147"	2018	265	0.166666666666667
"reevir1"	"US-NC-147"	2018	274	0.1
"reevir1"	"US-NC-147"	2018	281	0
"reevir1"	"US-NC-147"	2018	288	0
"reevir1"	"US-NC-147"	2018	295	0
"reevir1"	"US-NC-147"	2018	305	0
"reevir1"	"US-NC-147"	2018	312	0
"reevir1"	"US-NC-147"	2018	319	0
"reevir1"	"US-NC-147"	2018	326	0
"reevir1"	"US-NC-147"	2018	335	0
"reevir1"	"US-NC-147"	2018	342	0
"reevir1"	"US-NC-147"	2018	349	0
"reevir1"	"US-NC-147"	2018	356	0
"reevir1"	"US-DC-001"	2018	1	0
"reevir1"	"US-DC-001"	2018	8	0
"reevir1"	"US-DC-001"	2018	15	0
"reevir1"	"US-DC-001"	2018	22	0
"reevir1"	"US-DC-001"	2018	32	0
"reevir1"	"US-DC-001"	2018	39	0
"reevir1"	"US-DC-001"	2018	46	0
"reevir1"	"US-DC-001"	2018	53	0
"reevir1"	"US-DC-001"	2018	60	0
"reevir1"	"US-DC-001"	2018	67	0
"reevir1"	"US-DC-001"	2018	74	0
"reevir1"	"US-DC-001"	2018	81	0
"reevir1"	"US-DC-001"	2018	91	0
"reevir1"	"US-DC-001"	2018	98	0
"reevir1"	"US-DC-001"	2018	105	0
"reevir1"	"US-DC-001"	2018	112	0.0267639902676399
"reevir1"	"US-DC-001"	2018	121	0.449023861171367
"reevir1"	"US-DC-001"	2018	128	0.527131782945736
"reevir1"	"US-DC-001"	2018	135	0.456521739130435
"reevir1"	"US-DC-001"	2018	142	0.324894514767932
"reevir1"	"US-DC-001"	2018	152	0.150537634408602
"reevir1"	"US-DC-001"	2018	159	0.135338345864662
"reevir1"	"US-DC-001"	2018	166	0.161538461538462
"reevir1"	"US-DC-001"	2018	173	0.136363636363636
"reevir1"	"US-DC-001"	2018	182	0.136363636363636
"reevir1"	"US-DC-001"	2018	189	0.141304347826087
"reevir1"	"US-DC-001"	2018	196	0.131313131313131
"reevir1"	"US-DC-001"	2018	203	0.107142857142857
"reevir1"	"US-DC-001"	2018	213	0.0619469026548673
"reevir1"	"US-DC-001"	2018	220	0.0978260869565217
"reevir1"	"US-DC-001"	2018	227	0.114285714285714
"reevir1"	"US-DC-001"	2018	234	0.229665071770335
"reevir1"	"US-DC-001"	2018	244	0.328767123287671
"reevir1"	"US-DC-001"	2018	251	0.18
"reevir1"	"US-DC-001"	2018	258	0.229946524064171
"reevir1"	"US-DC-001"	2018	265	0.20863309352518
"reevir1"	"US-DC-001"	2018	274	0.0896551724137931
"reevir1"	"US-DC-001"	2018	281	0.042654028436019
"reevir1"	"US-DC-001"	2018	288	0.00571428571428571
"reevir1"	"US-DC-001"	2018	295	0
"reevir1"	"US-DC-001"	2018	305	0
"reevir1"	"US-DC-001"	2018	312	0
"reevir1"	"US-DC-001"	2018	319	0
"reevir1"	"US-DC-001"	2018	326	0
"reevir1"	"US-DC-001"	2018	335	0
"reevir1"	"US-DC-001"	2018	342	0
"reevir1"	"US-DC-001"	2018	349	0
"reevir1"	"US-DC-001"	2018	356	0
"reevir1"	"US-ME-009"	2018	1	0
"reevir1"	"US-ME-009"	2018	8	0
"reevir1"	"US-ME-009"	2018	15	0
"reevir1"	"US-ME-009"	2018	22	0
"reevir1"	"US-ME-009"	2018	32	0
"reevir1"	"US-ME-009"	2018	39	0
"reevir1"	"US-ME-009"	2018	46	0
"reevir1"	"US-ME-009"	2018	53	0
"reevir1"	"US-ME-009"	2018	60	0
"reevir1"	"US-ME-009"	2018	67	0
"reevir1"	"US-ME-009"	2018	74	0
"reevir1"	"US-ME-009"	2018	81	0
"reevir1"	"US-ME-009"	2018	91	0
"reevir1"	"US-ME-009"	2018	98	0
"reevir1"	"US-ME-009"	2018	105	0
"reevir1"	"US-ME-009"	2018	112	0
"reevir1"	"US-ME-009"	2018	121	0
"reevir1"	"US-ME-009"	2018	128	0.0155038759689922
"reevir1"	"US-ME-009"	2018	135	0.0742049469964664
"reevir1"	"US-ME-009"	2018	142	0.327235772357724
"reevir1"	"US-ME-009"	2018	152	0.253333333333333
"reevir1"	"US-ME-009"	2018	159	0.329268292682927
"reevir1"	"US-ME-009"	2018	166	0.376693766937669
"reevir1"	"US-ME-009"	2018	173	0.333333333333333
"reevir1"	"US-ME-009"	2018	182	0.379939209726444
"reevir1"	"US-ME-009"	2018	189	0.38013698630137
"reevir1"	"US-ME-009"	2018	196	0.354632587859425
"reevir1"	"US-ME-009"	2018	203	0.251889168765743
"reevir1"	"US-ME-009"	2018	213	0.222222222222222
"reevir1"	"US-ME-009"	2018	220	0.140495867768595
"reevir1"	"US-ME-009"	2018	227	0.154929577464789
"reevir1"	"US-ME-009"	2018	234	0.125
"reevir1"	"US-ME-009"	2018	244	0.172619047619048
"reevir1"	"US-ME-009"	2018	251	0.190839694656489
"reevir1"	"US-ME-009"	2018	258	0.154929577464789
"reevir1"	"US-ME-009"	2018	265	0.0651162790697674
"reevir1"	"US-ME-009"	2018	274	0.0308641975308642
"reevir1"	"US-ME-009"	2018	281	0
"reevir1"	"US-ME-009"	2018	288	0
"reevir1"	"US-ME-009"	2018	295	0
"reevir1"	"US-ME-009"	2018	305	0
"reevir1"	"US-ME-009"	2018	312	0
"reevir1"	"US-ME-009"	2018	319	0
"reevir1"	"US-ME-009"	2018	326	0
"reevir1"	"US-ME-009"	2018	335	0
"reevir1"	"US-ME-009"	2018	342	0
"reevir1"	"US-ME-009"	2018	349	0
"reevir1"	"US-ME-009"	2018	356	0
"reevir1"	"US-MA-017"	2018	1	0
"reevir1"	"US-MA-017"	2018	8	0
"reevir1"	"US-MA-017"	2018	15	0
"reevir1"	"US-MA-017"	2018	22	0
"reevir1"	"US-MA-017"	2018	32	0
"reevir1"	"US-MA-017"	2018	39	0
"reevir1"	"US-MA-017"	2018	46	0
"reevir1"	"US-MA-017"	2018	53	0
"reevir1"	"US-MA-017"	2018	60	0
"reevir1"	"US-MA-017"	2018	67	0
"reevir1"	"US-MA-017"	2018	74	0
"reevir1"	"US-MA-017"	2018	81	0
"reevir1"	"US-MA-017"	2018	91	0
"reevir1"	"US-MA-017"	2018	98	0
"reevir1"	"US-MA-017"	2018	105	0
"reevir1"	"US-MA-017"	2018	112	0
"reevir1"	"US-MA-017"	2018	121	0.0649651972157773
"reevir1"	"US-MA-017"	2018	128	0.166666666666667
"reevir1"	"US-MA-017"	2018	135	0.355694227769111
"reevir1"	"US-MA-017"	2018	142	0.327495621716287
"reevir1"	"US-MA-017"	2018	152	0.160714285714286
"reevir1"	"US-MA-017"	2018	159	0.206293706293706
"reevir1"	"US-MA-017"	2018	166	0.150406504065041
"reevir1"	"US-MA-017"	2018	173	0.113636363636364
"reevir1"	"US-MA-017"	2018	182	0.15
"reevir1"	"US-MA-017"	2018	189	0.176744186046512
"reevir1"	"US-MA-017"	2018	196	0.148148148148148
"reevir1"	"US-MA-017"	2018	203	0.068259385665529
"reevir1"	"US-MA-017"	2018	213	0.0597014925373134
"reevir1"	"US-MA-017"	2018	220	0.0292682926829268
"reevir1"	"US-MA-017"	2018	227	0.0653061224489796
"reevir1"	"US-MA-017"	2018	234	0.119496855345912
"reevir1"	"US-MA-017"	2018	244	0.0733590733590734
"reevir1"	"US-MA-017"	2018	251	0.0814814814814815
"reevir1"	"US-MA-017"	2018	258	0.0977198697068404
"reevir1"	"US-MA-017"	2018	265	0.166666666666667
"reevir1"	"US-MA-017"	2018	274	0.128342245989305
"reevir1"	"US-MA-017"	2018	281	0.0271739130434783
"reevir1"	"US-MA-017"	2018	288	0.00810810810810811
"reevir1"	"US-MA-017"	2018	295	0.00557620817843866
"reevir1"	"US-MA-017"	2018	305	0.00266666666666667
"reevir1"	"US-MA-017"	2018	312	0
"reevir1"	"US-MA-017"	2018	319	0
"reevir1"	"US-MA-017"	2018	326	0
"reevir1"	"US-MA-017"	2018	335	0
"reevir1"	"US-MA-017"	2018	342	0
"reevir1"	"US-MA-017"	2018	349	0
"reevir1"	"US-MA-017"	2018	356	0
"reevir1"	"US-MI-125"	2018	1	0
"reevir1"	"US-MI-125"	2018	8	0
"reevir1"	"US-MI-125"	2018	15	0
"reevir1"	"US-MI-125"	2018	22	0
"reevir1"	"US-MI-125"	2018	32	0
"reevir1"	"US-MI-125"	2018	39	0
"reevir1"	"US-MI-125"	2018	46	0
"reevir1"	"US-MI-125"	2018	53	0
"reevir1"	"US-MI-125"	2018	60	0
"reevir1"	"US-MI-125"	2018	67	0
"reevir1"	"US-MI-125"	2018	74	0
"reevir1"	"US-MI-125"	2018	81	0
"reevir1"	"US-MI-125"	2018	91	0
"reevir1"	"US-MI-125"	2018	98	0
"reevir1"	"US-MI-125"	2018	105	0
"reevir1"	"US-MI-125"	2018	112	0
"reevir1"	"US-MI-125"	2018	121	0.0144092219020173
"reevir1"	"US-MI-125"	2018	128	0.166023166023166
"reevir1"	"US-MI-125"	2018	135	0.348214285714286
"reevir1"	"US-MI-125"	2018	142	0.236714975845411
"reevir1"	"US-MI-125"	2018	152	0.120218579234973
"reevir1"	"US-MI-125"	2018	159	0.145985401459854
"reevir1"	"US-MI-125"	2018	166	0.137614678899083
"reevir1"	"US-MI-125"	2018	173	0.191176470588235
"reevir1"	"US-MI-125"	2018	182	0.136752136752137
"reevir1"	"US-MI-125"	2018	189	0.10655737704918
"reevir1"	"US-MI-125"	2018	196	0.112068965517241
"reevir1"	"US-MI-125"	2018	203	0.11734693877551
"reevir1"	"US-MI-125"	2018	213	0.0909090909090909
"reevir1"	"US-MI-125"	2018	220	0.176
"reevir1"	"US-MI-125"	2018	227	0.0687022900763359
"reevir1"	"US-MI-125"	2018	234	0.115183246073298
"reevir1"	"US-MI-125"	2018	244	0.149350649350649
"reevir1"	"US-MI-125"	2018	251	0.158653846153846
"reevir1"	"US-MI-125"	2018	258	0.0569105691056911
"reevir1"	"US-MI-125"	2018	265	0.0638297872340425
"reevir1"	"US-MI-125"	2018	274	0.0273224043715847
"reevir1"	"US-MI-125"	2018	281	0.0194805194805195
"reevir1"	"US-MI-125"	2018	288	0
"reevir1"	"US-MI-125"	2018	295	0
"reevir1"	"US-MI-125"	2018	305	0
"reevir1"	"US-MI-125"	2018	312	0
"reevir1"	"US-MI-125"	2018	319	0
"reevir1"	"US-MI-125"	2018	326	0
"reevir1"	"US-MI-125"	2018	335	0
"reevir1"	"US-MI-125"	2018	342	0
"reevir1"	"US-MI-125"	2018	349	0
"reevir1"	"US-MI-125"	2018	356	0
"reevir1"	"US-TN-093"	2018	1	0
"reevir1"	"US-TN-093"	2018	8	0
"reevir1"	"US-TN-093"	2018	15	0
"reevir1"	"US-TN-093"	2018	22	0
"reevir1"	"US-TN-093"	2018	32	0
"reevir1"	"US-TN-093"	2018	39	0
"reevir1"	"US-TN-093"	2018	46	0
"reevir1"	"US-TN-093"	2018	53	0
"reevir1"	"US-TN-093"	2018	60	0
"reevir1"	"US-TN-093"	2018	67	0
"reevir1"	"US-TN-093"	2018	74	0
"reevir1"	"US-TN-093"	2018	81	0
"reevir1"	"US-TN-093"	2018	91	0
"reevir1"	"US-TN-093"	2018	98	0.0602409638554217
"reevir1"	"US-TN-093"	2018	105	0.288135593220339
"reevir1"	"US-TN-093"	2018	112	0.325670498084291
"reevir1"	"US-TN-093"	2018	121	0.425531914893617
"reevir1"	"US-TN-093"	2018	128	0.390909090909091
"reevir1"	"US-TN-093"	2018	135	0.233766233766234
"reevir1"	"US-TN-093"	2018	142	0.184615384615385
"reevir1"	"US-TN-093"	2018	152	0.164179104477612
"reevir1"	"US-TN-093"	2018	159	0.196428571428571
"reevir1"	"US-TN-093"	2018	166	0.14
"reevir1"	"US-TN-093"	2018	173	0.16
"reevir1"	"US-TN-093"	2018	182	0.214285714285714
"reevir1"	"US-TN-093"	2018	189	0.0444444444444444
"reevir1"	"US-TN-093"	2018	196	0.0212765957446809
"reevir1"	"US-TN-093"	2018	203	0.0588235294117647
"reevir1"	"US-TN-093"	2018	213	0.0222222222222222
"reevir1"	"US-TN-093"	2018	220	0.0425531914893617
"reevir1"	"US-TN-093"	2018	227	0.012987012987013
"reevir1"	"US-TN-093"	2018	234	0.0707070707070707
"reevir1"	"US-TN-093"	2018	244	0.0476190476190476
"reevir1"	"US-TN-093"	2018	251	0.0307692307692308
"reevir1"	"US-TN-093"	2018	258	0.0540540540540541
"reevir1"	"US-TN-093"	2018	265	0.0676691729323308
"reevir1"	"US-TN-093"	2018	274	0.0280373831775701
"reevir1"	"US-TN-093"	2018	281	0.0103092783505155
"reevir1"	"US-TN-093"	2018	288	0
"reevir1"	"US-TN-093"	2018	295	0.00854700854700855
"reevir1"	"US-TN-093"	2018	305	0.0144927536231884
"reevir1"	"US-TN-093"	2018	312	0
"reevir1"	"US-TN-093"	2018	319	0
"reevir1"	"US-TN-093"	2018	326	0
"reevir1"	"US-TN-093"	2018	335	0
"reevir1"	"US-TN-093"	2018	342	0
"reevir1"	"US-TN-093"	2018	349	0
"reevir1"	"US-TN-093"	2018	356	0
"reevir1"	"US-MI-077"	2018	1	0
"reevir1"	"US-MI-077"	2018	8	0
"reevir1"	"US-MI-077"	2018	15	0
"reevir1"	"US-MI-077"	2018	22	0
"reevir1"	"US-MI-077"	2018	32	0
"reevir1"	"US-MI-077"	2018	39	0
"reevir1"	"US-MI-077"	2018	46	0
"reevir1"	"US-MI-077"	2018	53	0
"reevir1"	"US-MI-077"	2018	60	0
"reevir1"	"US-MI-077"	2018	67	0
"reevir1"	"US-MI-077"	2018	74	0
"reevir1"	"US-MI-077"	2018	81	0
"reevir1"	"US-MI-077"	2018	91	0
"reevir1"	"US-MI-077"	2018	98	0
"reevir1"	"US-MI-077"	2018	105	0
"reevir1"	"US-MI-077"	2018	112	0
"reevir1"	"US-MI-077"	2018	121	0.0099009900990099
"reevir1"	"US-MI-077"	2018	128	0.125
"reevir1"	"US-MI-077"	2018	135	0.425925925925926
"reevir1"	"US-MI-077"	2018	142	0.193069306930693
"reevir1"	"US-MI-077"	2018	152	0.226190476190476
"reevir1"	"US-MI-077"	2018	159	0.16
"reevir1"	"US-MI-077"	2018	166	0.26865671641791
"reevir1"	"US-MI-077"	2018	173	0.211764705882353
"reevir1"	"US-MI-077"	2018	182	0.163934426229508
"reevir1"	"US-MI-077"	2018	189	0.140845070422535
"reevir1"	"US-MI-077"	2018	196	0.189655172413793
"reevir1"	"US-MI-077"	2018	203	0.06
"reevir1"	"US-MI-077"	2018	213	0.0178571428571429
"reevir1"	"US-MI-077"	2018	220	0.0655737704918033
"reevir1"	"US-MI-077"	2018	227	0.0588235294117647
"reevir1"	"US-MI-077"	2018	234	0.0833333333333333
"reevir1"	"US-MI-077"	2018	244	0.132075471698113
"reevir1"	"US-MI-077"	2018	251	0.170940170940171
"reevir1"	"US-MI-077"	2018	258	0.152173913043478
"reevir1"	"US-MI-077"	2018	265	0.0655737704918033
"reevir1"	"US-MI-077"	2018	274	0
"reevir1"	"US-MI-077"	2018	281	0
"reevir1"	"US-MI-077"	2018	288	0
"reevir1"	"US-MI-077"	2018	295	0
"reevir1"	"US-MI-077"	2018	305	0
"reevir1"	"US-MI-077"	2018	312	0
"reevir1"	"US-MI-077"	2018	319	0
"reevir1"	"US-MI-077"	2018	326	0
"reevir1"	"US-MI-077"	2018	335	0
"reevir1"	"US-MI-077"	2018	342	0
"reevir1"	"US-MI-077"	2018	349	0
"reevir1"	"US-MI-077"	2018	356	0
"reevir1"	"US-MA-021"	2018	1	0
"reevir1"	"US-MA-021"	2018	8	0
"reevir1"	"US-MA-021"	2018	15	0
"reevir1"	"US-MA-021"	2018	22	0
"reevir1"	"US-MA-021"	2018	32	0
"reevir1"	"US-MA-021"	2018	39	0
"reevir1"	"US-MA-021"	2018	46	0
"reevir1"	"US-MA-021"	2018	53	0
"reevir1"	"US-MA-021"	2018	60	0
"reevir1"	"US-MA-021"	2018	67	0
"reevir1"	"US-MA-021"	2018	74	0
"reevir1"	"US-MA-021"	2018	81	0
"reevir1"	"US-MA-021"	2018	91	0
"reevir1"	"US-MA-021"	2018	98	0
"reevir1"	"US-MA-021"	2018	105	0
"reevir1"	"US-MA-021"	2018	112	0
"reevir1"	"US-MA-021"	2018	121	0.0112359550561798
"reevir1"	"US-MA-021"	2018	128	0.0666666666666667
"reevir1"	"US-MA-021"	2018	135	0.223255813953488
"reevir1"	"US-MA-021"	2018	142	0.262222222222222
"reevir1"	"US-MA-021"	2018	152	0.190082644628099
"reevir1"	"US-MA-021"	2018	159	0.169934640522876
"reevir1"	"US-MA-021"	2018	166	0.142857142857143
"reevir1"	"US-MA-021"	2018	173	0.1625
"reevir1"	"US-MA-021"	2018	182	0.151898734177215
"reevir1"	"US-MA-021"	2018	189	0.0970149253731343
"reevir1"	"US-MA-021"	2018	196	0.0666666666666667
"reevir1"	"US-MA-021"	2018	203	0.0427807486631016
"reevir1"	"US-MA-021"	2018	213	0.040650406504065
"reevir1"	"US-MA-021"	2018	220	0.043010752688172
"reevir1"	"US-MA-021"	2018	227	0.0359712230215827
"reevir1"	"US-MA-021"	2018	234	0.0423728813559322
"reevir1"	"US-MA-021"	2018	244	0.0381679389312977
"reevir1"	"US-MA-021"	2018	251	0.00806451612903226
"reevir1"	"US-MA-021"	2018	258	0.0794701986754967
"reevir1"	"US-MA-021"	2018	265	0.0402010050251256
"reevir1"	"US-MA-021"	2018	274	0.0613496932515337
"reevir1"	"US-MA-021"	2018	281	0.0112359550561798
"reevir1"	"US-MA-021"	2018	288	0.0121212121212121
"reevir1"	"US-MA-021"	2018	295	0
"reevir1"	"US-MA-021"	2018	305	0
"reevir1"	"US-MA-021"	2018	312	0
"reevir1"	"US-MA-021"	2018	319	0
"reevir1"	"US-MA-021"	2018	326	0
"reevir1"	"US-MA-021"	2018	335	0
"reevir1"	"US-MA-021"	2018	342	0
"reevir1"	"US-MA-021"	2018	349	0
"reevir1"	"US-MA-021"	2018	356	0
"reevir1"	"US-VA-059"	2018	1	0
"reevir1"	"US-VA-059"	2018	8	0
"reevir1"	"US-VA-059"	2018	15	0
"reevir1"	"US-VA-059"	2018	22	0
"reevir1"	"US-VA-059"	2018	32	0
"reevir1"	"US-VA-059"	2018	39	0
"reevir1"	"US-VA-059"	2018	46	0
"reevir1"	"US-VA-059"	2018	53	0
"reevir1"	"US-VA-059"	2018	60	0
"reevir1"	"US-VA-059"	2018	67	0
"reevir1"	"US-VA-059"	2018	74	0
"reevir1"	"US-VA-059"	2018	81	0
"reevir1"	"US-VA-059"	2018	91	0
